date,ESP_real_estate_f1,ESP_real_estate_f2
2004-05-06,0.9997423269286556,0.9990039052728734
2004-05-07,0.9997423269286556,0.9990039052728734
2004-05-10,0.9997423269286556,0.9990039052728734
2004-05-11,0.9997423269286556,0.9990039052728734
2004-05-12,0.9997423269286556,0.9990039052728734
2004-05-13,0.9997423269286556,0.9990039052728734
2004-05-14,0.9997423269286556,0.9990039052728734
2004-05-17,0.9997423269286556,0.9990039052728734
2004-05-18,0.9997423269286556,0.9990039052728734
2004-05-19,0.9997423269286556,0.9990039052728734
2004-05-20,0.9997423269286556,0.9990039052728734
2004-05-21,0.9997423269286556,0.9990039052728734
2004-05-24,0.9997423269286556,0.9990039052728734
2004-05-25,0.9997423269286556,0.9990039052728734
2004-05-26,0.9997423269286556,0.9990039052728734
2004-05-27,0.9997423269286556,0.9990039052728734
2004-05-28,0.9997423269286556,0.9990039052728734
2004-05-31,0.9905486927792091,1.0123814880749373
2004-06-01,0.9997348219912097,0.9990315578291552
2004-06-02,0.9997348219912097,0.9990298029302531
2004-06-03,0.9997348219912097,0.9990298026949309
2004-06-04,0.9997348219912097,0.9990298026948994
2004-06-07,0.9997348219912097,0.9990298026948994
2004-06-08,0.9997348219912097,0.9990298026948994
2004-06-09,0.9997348219912097,0.9990298026948994
2004-06-10,0.9997348219912097,0.9990298026948994
2004-06-11,0.9997348219912097,0.9990298026948994
2004-06-14,0.9997348219912097,0.9990298026948994
2004-06-15,0.9997348219912097,0.9990298026948994
2004-06-16,0.9997348219912097,0.9990298026948994
2004-06-17,0.9997348219912097,0.9990298026948994
2004-06-18,0.9997348219912097,0.9990298026948994
2004-06-21,0.9997348219912097,0.9990298026948994
2004-06-22,0.9997348219912097,0.9990298026948994
2004-06-23,0.9997348219912097,0.9990298026948994
2004-06-24,0.9997348219912097,0.9990298026948994
2004-06-25,0.9997348219912097,0.9990298026948994
2004-06-28,0.9997348219912097,0.9990298026948994
2004-06-29,0.9997348219912097,0.9990298026948994
2004-06-30,1.007160925464065,0.9884683243766691
2004-07-01,0.999740844903542,0.9990077304495039
2004-07-02,0.999740844903542,0.9990091664165888
2004-07-05,0.999740844903542,0.999009166609145
2004-07-06,0.999740844903542,0.9990091666091708
2004-07-07,0.999740844903542,0.9990091666091708
2004-07-08,0.999740844903542,0.9990091666091708
2004-07-09,0.999740844903542,0.9990091666091708
2004-07-12,0.999740844903542,0.9990091666091708
2004-07-13,0.999740844903542,0.9990091666091708
2004-07-14,0.999740844903542,0.9990091666091708
2004-07-15,0.999740844903542,0.9990091666091708
2004-07-16,0.999740844903542,0.9990091666091708
2004-07-19,0.999740844903542,0.9990091666091708
2004-07-20,0.999740844903542,0.9990091666091708
2004-07-21,0.999740844903542,0.9990091666091708
2004-07-22,0.999740844903542,0.9990091666091708
2004-07-23,0.999740844903542,0.9990091666091708
2004-07-26,0.999740844903542,0.9990091666091708
2004-07-27,0.999740844903542,0.9990091666091708
2004-07-28,0.999740844903542,0.9990091666091708
2004-07-29,0.999740844903542,0.9990091666091708
2004-07-30,0.999740844903542,0.9990091666091708
2004-08-02,1.014483630832956,0.977660958694649
2004-08-03,0.9997524995534163,0.9989629014976383
2004-08-04,0.9997524995534163,0.998965852028472
2004-08-05,0.9997524995534163,0.9989658524241247
2004-08-06,0.9997524995534163,0.9989658524241778
2004-08-09,0.9997524995534163,0.9989658524241778
2004-08-10,0.9997524995534163,0.9989658524241778
2004-08-11,0.9997524995534163,0.9989658524241778
2004-08-12,0.9997524995534163,0.9989658524241778
2004-08-13,0.9997524995534163,0.9989658524241778
2004-08-16,0.9997524995534163,0.9989658524241778
2004-08-17,0.9997524995534163,0.9989658524241778
2004-08-18,0.9997524995534163,0.9989658524241778
2004-08-19,0.9997524995534163,0.9989658524241778
2004-08-20,0.9997524995534163,0.9989658524241778
2004-08-23,0.9997524995534163,0.9989658524241778
2004-08-24,0.9997524995534163,0.9989658524241778
2004-08-25,0.9997524995534163,0.9989658524241778
2004-08-26,0.9997524995534163,0.9989658524241778
2004-08-27,0.9997524995534163,0.9989658524241778
2004-08-30,0.9997524995534163,0.9989658524241778
2004-08-31,1.0088292883460361,0.9853317472927009
2004-09-01,0.9997595268006562,0.9989354473278196
2004-09-02,0.9997595268006562,0.9989373094709412
2004-09-03,0.9997595268006562,0.9989373097206458
2004-09-06,0.9997595268006562,0.9989373097206792
2004-09-07,0.9997595268006562,0.9989373097206792
2004-09-08,0.9997595268006562,0.9989373097206792
2004-09-09,0.9997595268006562,0.9989373097206792
2004-09-10,0.9997595268006562,0.9989373097206792
2004-09-13,0.9997595268006562,0.9989373097206792
2004-09-14,0.9997595268006562,0.9989373097206792
2004-09-15,0.9997595268006562,0.9989373097206792
2004-09-16,0.9997595268006562,0.9989373097206792
2004-09-17,0.9997595268006562,0.9989373097206792
2004-09-20,0.9997595268006562,0.9989373097206792
2004-09-21,0.9997595268006562,0.9989373097206792
2004-09-22,0.9997595268006562,0.9989373097206792
2004-09-23,0.9997595268006562,0.9989373097206792
2004-09-24,0.9997595268006562,0.9989373097206792
2004-09-27,0.9997595268006562,0.9989373097206792
2004-09-28,0.9997595268006562,0.9989373097206792
2004-09-29,0.9997595268006562,0.9989373097206792
2004-09-30,0.9997595268006562,0.9989373097206792
2004-10-01,0.9997595268006562,0.9989373097206792
2004-10-04,0.9997595268006562,0.9989373097206792
2004-10-05,0.9997595268006562,0.9989373097206792
2004-10-06,0.9997595268006562,0.9989373097206792
2004-10-07,0.9997595268006562,0.9989373097206792
2004-10-08,0.9997595268006562,0.9989373097206792
2004-10-11,0.9997595268006562,0.9989373097206792
2004-10-12,0.9997595268006562,0.9989373097206792
2004-10-13,0.9997595268006562,0.9989373097206792
2004-10-14,0.9997595268006562,0.9989373097206792
2004-10-15,0.9997595268006562,0.9989373097206792
2004-10-18,0.9997595268006562,0.9989373097206792
2004-10-19,0.9997595268006562,0.9989373097206792
2004-10-20,0.9997595268006562,0.9989373097206792
2004-10-21,0.9997595268006562,0.9989373097206792
2004-10-22,0.9997595268006562,0.9989373097206792
2004-10-25,0.9997595268006562,0.9989373097206792
2004-10-26,0.9997595268006562,0.9989373097206792
2004-10-27,0.9997595268006562,0.9989373097206792
2004-10-28,0.9997595268006562,0.9989373097206792
2004-10-29,0.9997595268006562,0.9989373097206792
2004-11-01,1.0015604951312285,0.9961722552692698
2004-11-02,0.9997609110751126,0.9989310856786686
2004-11-03,0.9997609110751126,0.9989314571621078
2004-11-04,0.9997609110751126,0.9989314572119219
2004-11-05,0.9997609110751126,0.9989314572119286
2004-11-08,0.9997609110751126,0.9989314572119286
2004-11-09,0.9997609110751126,0.9989314572119286
2004-11-10,0.9997609110751126,0.9989314572119286
2004-11-11,0.9997609110751126,0.9989314572119286
2004-11-12,0.9997609110751126,0.9989314572119286
2004-11-15,0.9997609110751126,0.9989314572119286
2004-11-16,0.9997609110751126,0.9989314572119286
2004-11-17,0.9997609110751126,0.9989314572119286
2004-11-18,0.9997609110751126,0.9989314572119286
2004-11-19,0.9997609110751126,0.9989314572119286
2004-11-22,0.9997609110751126,0.9989314572119286
2004-11-23,0.9997609110751126,0.9989314572119286
2004-11-24,0.9997609110751126,0.9989314572119286
2004-11-25,0.9997609110751126,0.9989314572119286
2004-11-26,0.9997609110751126,0.9989314572119286
2004-11-29,0.9997609110751126,0.9989314572119286
2004-11-30,1.0033515561899489,0.9933874880132268
2004-12-01,0.9997636536907037,0.9989188602529916
2004-12-02,0.9997636536907037,0.9989196081891079
2004-12-03,0.9997636536907037,0.9989196082894023
2004-12-06,0.9997636536907037,0.9989196082894158
2004-12-07,0.9997636536907037,0.9989196082894158
2004-12-08,0.9997636536907037,0.9989196082894158
2004-12-09,0.9997636536907037,0.9989196082894158
2004-12-10,0.9997636536907037,0.9989196082894158
2004-12-13,0.9997636536907037,0.9989196082894158
2004-12-14,0.9997636536907037,0.9989196082894158
2004-12-15,0.9997636536907037,0.9989196082894158
2004-12-16,0.9997636536907037,0.9989196082894158
2004-12-17,0.9997636536907037,0.9989196082894158
2004-12-20,0.9997636536907037,0.9989196082894158
2004-12-21,0.9997636536907037,0.9989196082894158
2004-12-22,0.9997636536907037,0.9989196082894158
2004-12-23,0.9997636536907037,0.9989196082894158
2004-12-24,0.9997636536907037,0.9989196082894158
2004-12-27,0.9997636536907037,0.9989196082894158
2004-12-28,0.9997636536907037,0.9989196082894158
2004-12-29,0.9997636536907037,0.9989196082894158
2004-12-30,0.9997636536907037,0.9989196082894158
2004-12-31,0.9872341316328639,1.018432292261235
2005-01-03,0.9997539180074424,0.998962772829408
2005-01-04,0.9997539180074424,0.9989602364648013
2005-01-05,0.9997539180074424,0.998960236124689
2005-01-06,0.9997539180074424,0.9989602361246434
2005-01-07,0.9997539180074424,0.9989602361246434
2005-01-10,0.9997539180074424,0.9989602361246434
2005-01-11,0.9997539180074424,0.9989602361246434
2005-01-12,0.9997539180074424,0.9989602361246434
2005-01-13,0.9997539180074424,0.9989602361246434
2005-01-14,0.9997539180074424,0.9989602361246434
2005-01-17,0.9997539180074424,0.9989602361246434
2005-01-18,0.9997539180074424,0.9989602361246434
2005-01-19,0.9997539180074424,0.9989602361246434
2005-01-20,0.9997539180074424,0.9989602361246434
2005-01-21,0.9997539180074424,0.9989602361246434
2005-01-24,0.9997539180074424,0.9989602361246434
2005-01-25,0.9997539180074424,0.9989602361246434
2005-01-26,0.9997539180074424,0.9989602361246434
2005-01-27,0.9997539180074424,0.9989602361246434
2005-01-28,0.9997539180074424,0.9989602361246434
2005-01-31,1.0051911164329534,0.9907571361480936
2005-02-01,0.9997581350308334,0.9989419995583255
2005-02-02,0.9997581350308334,0.9989431107464666
2005-02-03,0.9997581350308334,0.9989431108954714
2005-02-04,0.9997581350308334,0.9989431108954913
2005-02-07,0.9997581350308334,0.9989431108954913
2005-02-08,0.9997581350308334,0.9989431108954913
2005-02-09,0.9997581350308334,0.9989431108954913
2005-02-10,0.9997581350308334,0.9989431108954913
2005-02-11,0.9997581350308334,0.9989431108954913
2005-02-14,0.9997581350308334,0.9989431108954913
2005-02-15,0.9997581350308334,0.9989431108954913
2005-02-16,0.9997581350308334,0.9989431108954913
2005-02-17,0.9997581350308334,0.9989431108954913
2005-02-18,0.9997581350308334,0.9989431108954913
2005-02-21,0.9997581350308334,0.9989431108954913
2005-02-22,0.9997581350308334,0.9989431108954913
2005-02-23,0.9997581350308334,0.9989431108954913
2005-02-24,0.9997581350308334,0.9989431108954913
2005-02-25,0.9997581350308334,0.9989431108954913
2005-02-28,1.0033665669123797,0.9934296760294444
2005-03-01,0.9997609110751126,0.9989307133120437
2005-03-02,0.9997609110751126,0.9989314571121752
2005-03-03,0.9997609110751126,0.9989314572119152
2005-03-04,0.9997609110751126,0.9989314572119286
2005-03-07,0.9997609110751126,0.9989314572119286
2005-03-08,0.9997609110751126,0.9989314572119286
2005-03-09,0.9997609110751126,0.9989314572119286
2005-03-10,0.9997609110751126,0.9989314572119286
2005-03-11,0.9997609110751126,0.9989314572119286
2005-03-14,0.9997609110751126,0.9989314572119286
2005-03-15,0.9997609110751126,0.9989314572119286
2005-03-16,0.9997609110751126,0.9989314572119286
2005-03-17,0.9997609110751126,0.9989314572119286
2005-03-18,0.9997609110751126,0.9989314572119286
2005-03-21,0.9997609110751126,0.9989314572119286
2005-03-22,0.9997609110751126,0.9989314572119286
2005-03-23,0.9997609110751126,0.9989314572119286
2005-03-24,0.9997609110751126,0.9989314572119286
2005-03-25,0.9997609110751126,0.9989314572119286
2005-03-28,0.9997609110751126,0.9989314572119286
2005-03-29,0.9997609110751126,0.9989314572119286
2005-03-30,0.9997609110751126,0.9989314572119286
2005-03-31,0.9131227411633034,0.24824743024304094
2005-04-01,0.999684618655822,0.9822601780309109
2005-04-04,0.999684618655822,0.9832268248144295
2005-04-05,0.999684618655822,0.9832269546282366
2005-04-06,0.999684618655822,0.9832269546456439
2005-04-07,0.999684618655822,0.9832269546456462
2005-04-08,0.999684618655822,0.9832269546456462
2005-04-11,0.999684618655822,0.9832269546456462
2005-04-12,0.999684618655822,0.9832269546456462
2005-04-13,0.999684618655822,0.9832269546456462
2005-04-14,0.999684618655822,0.9832269546456462
2005-04-15,0.999684618655822,0.9832269546456462
2005-04-18,0.999684618655822,0.9832269546456462
2005-04-19,0.999684618655822,0.9832269546456462
2005-04-20,0.999684618655822,0.9832269546456462
2005-04-21,0.999684618655822,0.9832269546456462
2005-04-22,0.999684618655822,0.9832269546456462
2005-04-25,0.999684618655822,0.9832269546456462
2005-04-26,0.999684618655822,0.9832269546456462
2005-04-27,0.999684618655822,0.9832269546456462
2005-04-28,0.999684618655822,0.9832269546456462
2005-04-29,0.999684618655822,0.9832269546456462
2005-05-02,0.99772174203863,0.9942087652730125
2005-05-03,0.999682806625213,0.9835876582600989
2005-05-04,0.999682806625213,0.9835862567684646
2005-05-05,0.999682806625213,0.9835862565805322
2005-05-06,0.999682806625213,0.983586256580507
2005-05-09,0.999682806625213,0.983586256580507
2005-05-10,0.999682806625213,0.983586256580507
2005-05-11,0.999682806625213,0.983586256580507
2005-05-12,0.999682806625213,0.983586256580507
2005-05-13,0.999682806625213,0.983586256580507
2005-05-16,0.999682806625213,0.983586256580507
2005-05-17,0.999682806625213,0.983586256580507
2005-05-18,0.999682806625213,0.983586256580507
2005-05-19,0.999682806625213,0.983586256580507
2005-05-20,0.999682806625213,0.983586256580507
2005-05-23,0.999682806625213,0.983586256580507
2005-05-24,0.999682806625213,0.983586256580507
2005-05-25,0.999682806625213,0.983586256580507
2005-05-26,0.999682806625213,0.983586256580507
2005-05-27,0.999682806625213,0.983586256580507
2005-05-30,0.999682806625213,0.983586256580507
2005-05-31,1.001649541360014,0.9727217798400701
2005-06-01,0.999684618655822,0.983225523056262
2005-06-02,0.999684618655822,0.9832269544536771
2005-06-03,0.999684618655822,0.9832269546456205
2005-06-06,0.999684618655822,0.9832269546456462
2005-06-07,0.999684618655822,0.9832269546456462
2005-06-08,0.999684618655822,0.9832269546456462
2005-06-09,0.999684618655822,0.9832269546456462
2005-06-10,0.999684618655822,0.9832269546456462
2005-06-13,0.999684618655822,0.9832269546456462
2005-06-14,0.999684618655822,0.9832269546456462
2005-06-15,0.999684618655822,0.9832269546456462
2005-06-16,0.999684618655822,0.9832269546456462
2005-06-17,0.999684618655822,0.9832269546456462
2005-06-20,0.999684618655822,0.9832269546456462
2005-06-21,0.999684618655822,0.9832269546456462
2005-06-22,0.999684618655822,0.9832269546456462
2005-06-23,0.999684618655822,0.9832269546456462
2005-06-24,0.999684618655822,0.9832269546456462
2005-06-27,0.999684618655822,0.9832269546456462
2005-06-28,0.999684618655822,0.9832269546456462
2005-06-29,0.999684618655822,0.9832269546456462
2005-06-30,0.9878862527524851,1.0491062768327264
2005-07-01,0.9996735638899406,0.9852292148372597
2005-07-04,0.9996735638899406,0.9852214157669917
2005-07-05,0.9996735638899406,0.9852214147211888
2005-07-06,0.9996735638899406,0.9852214147210485
2005-07-07,0.9996735638899406,0.9852214147210485
2005-07-08,0.9996735638899406,0.9852214147210485
2005-07-11,0.9996735638899406,0.9852214147210485
2005-07-12,0.9996735638899406,0.9852214147210485
2005-07-13,0.9996735638899406,0.9852214147210485
2005-07-14,0.9996735638899406,0.9852214147210485
2005-07-15,0.9996735638899406,0.9852214147210485
2005-07-18,0.9996735638899406,0.9852214147210485
2005-07-19,0.9996735638899406,0.9852214147210485
2005-07-20,0.9996735638899406,0.9852214147210485
2005-07-21,0.9996735638899406,0.9852214147210485
2005-07-22,0.9996735638899406,0.9852214147210485
2005-07-25,0.9996735638899406,0.9852214147210485
2005-07-26,0.9996735638899406,0.9852214147210485
2005-07-27,0.9996735638899406,0.9852214147210485
2005-07-28,0.9996735638899406,0.9852214147210485
2005-07-29,0.9996735638899406,0.9852214147210485
2005-08-01,0.9877344216478007,1.0470836253804732
2005-08-02,0.999662106222985,0.9868893765911665
2005-08-03,0.999662106222985,0.9868819876328884
2005-08-04,0.999662106222985,0.986881986642078
2005-08-05,0.999662106222985,0.9868819866419452
2005-08-08,0.999662106222985,0.9868819866419452
2005-08-09,0.999662106222985,0.9868819866419452
2005-08-10,0.999662106222985,0.9868819866419452
2005-08-11,0.999662106222985,0.9868819866419452
2005-08-12,0.999662106222985,0.9868819866419452
2005-08-15,0.999662106222985,0.9868819866419452
2005-08-16,0.999662106222985,0.9868819866419452
2005-08-17,0.999662106222985,0.9868819866419452
2005-08-18,0.999662106222985,0.9868819866419452
2005-08-19,0.999662106222985,0.9868819866419452
2005-08-22,0.999662106222985,0.9868819866419452
2005-08-23,0.999662106222985,0.9868819866419452
2005-08-24,0.999662106222985,0.9868819866419452
2005-08-25,0.999662106222985,0.9868819866419452
2005-08-26,0.999662106222985,0.9868819866419452
2005-08-29,0.999662106222985,0.9868819866419452
2005-08-30,0.999662106222985,0.9868819866419452
2005-08-31,1.0016723897228983,0.977161854658882
2005-09-01,0.9996640411822652,0.9866238199381975
2005-09-02,0.9996640411822652,0.9866251072301213
2005-09-05,0.9996640411822652,0.9866251074027408
2005-09-06,0.9996640411822652,0.9866251074027641
2005-09-07,0.9996640411822652,0.9866251074027641
2005-09-08,0.9996640411822652,0.9866251074027641
2005-09-09,0.9996640411822652,0.9866251074027641
2005-09-12,0.9996640411822652,0.9866251074027641
2005-09-13,0.9996640411822652,0.9866251074027641
2005-09-14,0.9996640411822652,0.9866251074027641
2005-09-15,0.9996640411822652,0.9866251074027641
2005-09-16,0.9996640411822652,0.9866251074027641
2005-09-19,0.9996640411822652,0.9866251074027641
2005-09-20,0.9996640411822652,0.9866251074027641
2005-09-21,0.9996640411822652,0.9866251074027641
2005-09-22,0.9996640411822652,0.9866251074027641
2005-09-23,0.9996640411822652,0.9866251074027641
2005-09-26,0.9996640411822652,0.9866251074027641
2005-09-27,0.9996640411822652,0.9866251074027641
2005-09-28,0.9996640411822652,0.9866251074027641
2005-09-29,0.9996640411822652,0.9866251074027641
2005-09-30,0.9996640411822652,0.9866251074027641
2005-10-03,0.9996640411822652,0.9866251074027641
2005-10-04,0.9996640411822652,0.9866251074027641
2005-10-05,0.9996640411822652,0.9866251074027641
2005-10-06,0.9996640411822652,0.9866251074027641
2005-10-07,0.9996640411822652,0.9866251074027641
2005-10-10,0.9996640411822652,0.9866251074027641
2005-10-11,0.9996640411822652,0.9866251074027641
2005-10-12,0.9996640411822652,0.9866251074027641
2005-10-13,0.9996640411822652,0.9866251074027641
2005-10-14,0.9996640411822652,0.9866251074027641
2005-10-17,0.9996640411822652,0.9866251074027641
2005-10-18,0.9996640411822652,0.9866251074027641
2005-10-19,0.9996640411822652,0.9866251074027641
2005-10-20,0.9996640411822652,0.9866251074027641
2005-10-21,0.9996640411822652,0.9866251074027641
2005-10-24,0.9996640411822652,0.9866251074027641
2005-10-25,0.9996640411822652,0.9866251074027641
2005-10-26,0.9996640411822652,0.9866251074027641
2005-10-27,0.9996640411822652,0.9866251074027641
2005-10-28,0.9996640411822652,0.9866251074027641
2005-10-31,1.003687333269588,0.9670017328775612
2005-11-01,0.9996678866296373,0.9860858442403043
2005-11-02,0.9996678866296373,0.9860884795872058
2005-11-03,0.9996678866296373,0.9860884799405937
2005-11-04,0.9996678866296373,0.9860884799406411
2005-11-07,0.9996678866296373,0.9860884799406411
2005-11-08,0.9996678866296373,0.9860884799406411
2005-11-09,0.9996678866296373,0.9860884799406411
2005-11-10,0.9996678866296373,0.9860884799406411
2005-11-11,0.9996678866296373,0.9860884799406411
2005-11-14,0.9996678866296373,0.9860884799406411
2005-11-15,0.9996678866296373,0.9860884799406411
2005-11-16,0.9996678866296373,0.9860884799406411
2005-11-17,0.9996678866296373,0.9860884799406411
2005-11-18,0.9996678866296373,0.9860884799406411
2005-11-21,0.9996678866296373,0.9860884799406411
2005-11-22,0.9996678866296373,0.9860884799406411
2005-11-23,0.9996678866296373,0.9860884799406411
2005-11-24,0.9996678866296373,0.9860884799406411
2005-11-25,0.9996678866296373,0.9860884799406411
2005-11-28,0.9996678866296373,0.9860884799406411
2005-11-29,0.9996678866296373,0.9860884799406411
2005-11-30,1.0076768752540881,0.9460670758439158
2005-12-01,0.9996754354798517,0.9849088002174041
2005-12-02,0.9996754354798517,0.9849143338884865
2005-12-05,0.9996754354798517,0.9849143346305297
2005-12-06,0.9996754354798517,0.9849143346306292
2005-12-07,0.9996754354798517,0.9849143346306292
2005-12-08,0.9996754354798517,0.9849143346306292
2005-12-09,0.9996754354798517,0.9849143346306292
2005-12-12,0.9996754354798517,0.9849143346306292
2005-12-13,0.9996754354798517,0.9849143346306292
2005-12-14,0.9996754354798517,0.9849143346306292
2005-12-15,0.9996754354798517,0.9849143346306292
2005-12-16,0.9996754354798517,0.9849143346306292
2005-12-19,0.9996754354798517,0.9849143346306292
2005-12-20,0.9996754354798517,0.9849143346306292
2005-12-21,0.9996754354798517,0.9849143346306292
2005-12-22,0.9996754354798517,0.9849143346306292
2005-12-23,0.9996754354798517,0.9849143346306292
2005-12-26,0.9996754354798517,0.9849143346306292
2005-12-27,0.9996754354798517,0.9849143346306292
2005-12-28,0.9996754354798517,0.9849143346306292
2005-12-29,0.9996754354798517,0.9849143346306292
2005-12-30,0.9996754354798517,0.9849143346306292
2006-01-02,1.0215239350958722,0.8703335160598688
2006-01-03,0.9996952938765934,0.9807864060308876
2006-01-04,0.9996952938765934,0.9808041564503416
2006-01-05,0.9996952938765934,0.9808041588306464
2006-01-06,0.9996952938765934,0.9808041588309655
2006-01-09,0.9996952938765934,0.9808041588309655
2006-01-10,0.9996952938765934,0.9808041588309655
2006-01-11,0.9996952938765934,0.9808041588309655
2006-01-12,0.9996952938765934,0.9808041588309655
2006-01-13,0.9996952938765934,0.9808041588309655
2006-01-16,0.9996952938765934,0.9808041588309655
2006-01-17,0.9996952938765934,0.9808041588309655
2006-01-18,0.9996952938765934,0.9808041588309655
2006-01-19,0.9996952938765934,0.9808041588309655
2006-01-20,0.9996952938765934,0.9808041588309655
2006-01-23,0.9996952938765934,0.9808041588309655
2006-01-24,0.9996952938765934,0.9808041588309655
2006-01-25,0.9996952938765934,0.9808041588309655
2006-01-26,0.9996952938765934,0.9808041588309655
2006-01-27,0.9996952938765934,0.9808041588309655
2006-01-30,0.9996952938765934,0.9808041588309655
2006-01-31,1.030792521438012,0.7929850829402133
2006-02-01,0.9997220018747253,0.9710434252084031
2006-02-02,0.9997220018747253,0.9710759474543824
2006-02-03,0.9997220018747253,0.9710759518156679
2006-02-06,0.9997220018747253,0.9710759518162527
2006-02-07,0.9997220018747253,0.9710759518162527
2006-02-08,0.9997220018747253,0.9710759518162527
2006-02-09,0.9997220018747253,0.9710759518162527
2006-02-10,0.9997220018747253,0.9710759518162527
2006-02-13,0.9997220018747253,0.9710759518162527
2006-02-14,0.9997220018747253,0.9710759518162527
2006-02-15,0.9997220018747253,0.9710759518162527
2006-02-16,0.9997220018747253,0.9710759518162527
2006-02-17,0.9997220018747253,0.9710759518162527
2006-02-20,0.9997220018747253,0.9710759518162527
2006-02-21,0.9997220018747253,0.9710759518162527
2006-02-22,0.9997220018747253,0.9710759518162527
2006-02-23,0.9997220018747253,0.9710759518162527
2006-02-24,0.9997220018747253,0.9710759518162527
2006-02-27,0.9997220018747253,0.9710759518162527
2006-02-28,1.0223457080459182,0.79857404512243
2006-03-01,0.9997405051207532,0.9580657483797876
2006-03-02,0.9997405051207532,0.9580939703354507
2006-03-03,0.9997405051207532,0.9580939741200374
2006-03-06,0.9997405051207532,0.958093974120545
2006-03-07,0.9997405051207532,0.958093974120545
2006-03-08,0.9997405051207532,0.958093974120545
2006-03-09,0.9997405051207532,0.958093974120545
2006-03-10,0.9997405051207532,0.958093974120545
2006-03-13,0.9997405051207532,0.958093974120545
2006-03-14,0.9997405051207532,0.958093974120545
2006-03-15,0.9997405051207532,0.958093974120545
2006-03-16,0.9997405051207532,0.958093974120545
2006-03-17,0.9997405051207532,0.958093974120545
2006-03-20,0.9997405051207532,0.958093974120545
2006-03-21,0.9997405051207532,0.958093974120545
2006-03-22,0.9997405051207532,0.958093974120545
2006-03-23,0.9997405051207532,0.958093974120545
2006-03-24,0.9997405051207532,0.958093974120545
2006-03-27,0.9997405051207532,0.958093974120545
2006-03-28,0.9997405051207532,0.958093974120545
2006-03-29,0.9997405051207532,0.958093974120545
2006-03-30,0.9997405051207532,0.958093974120545
2006-03-31,0.6326976325034351,-6.654208444388917
2006-04-03,0.9991359636766187,-0.9991321441640647
2006-04-04,0.9991359636766187,-0.9990666716346518
2006-04-05,0.9991359636766187,-0.9990666628559844
2006-04-06,0.9991359636766187,-0.9990666628548073
2006-04-07,0.9991359636766187,-0.9990666628548072
2006-04-10,0.9991359636766187,-0.9990666628548072
2006-04-11,0.9991359636766187,-0.9990666628548072
2006-04-12,0.9991359636766187,-0.9990666628548072
2006-04-13,0.9991359636766187,-0.9990666628548072
2006-04-14,0.9991359636766187,-0.9990666628548072
2006-04-17,0.9991359636766187,-0.9990666628548072
2006-04-18,0.9991359636766187,-0.9990666628548072
2006-04-19,0.9991359636766187,-0.9990666628548072
2006-04-20,0.9991359636766187,-0.9990666628548072
2006-04-21,0.9991359636766187,-0.9990666628548072
2006-04-24,0.9991359636766187,-0.9990666628548072
2006-04-25,0.9991359636766187,-0.9990666628548072
2006-04-26,0.9991359636766187,-0.9990666628548072
2006-04-27,0.9991359636766187,-0.9990666628548072
2006-04-28,0.9991359636766187,-0.9990666628548072
2006-05-01,0.21444623717066685,-1.2552052170917605
2006-05-02,0.9789041843626282,-0.99942992948187
2006-05-03,0.9789041843626282,-0.9994054036403082
2006-05-04,0.9789041843626282,-0.9994054003516397
2006-05-05,0.9789041843626282,-0.9994054003511987
2006-05-08,0.9789041843626282,-0.9994054003511987
2006-05-09,0.9789041843626282,-0.9994054003511987
2006-05-10,0.9789041843626282,-0.9994054003511987
2006-05-11,0.9789041843626282,-0.9994054003511987
2006-05-12,0.9789041843626282,-0.9994054003511987
2006-05-15,0.9789041843626282,-0.9994054003511987
2006-05-16,0.9789041843626282,-0.9994054003511987
2006-05-17,0.9789041843626282,-0.9994054003511987
2006-05-18,0.9789041843626282,-0.9994054003511987
2006-05-19,0.9789041843626282,-0.9994054003511987
2006-05-22,0.9789041843626282,-0.9994054003511987
2006-05-23,0.9789041843626282,-0.9994054003511987
2006-05-24,0.9789041843626282,-0.9994054003511987
2006-05-25,0.9789041843626282,-0.9994054003511987
2006-05-26,0.9789041843626282,-0.9994054003511987
2006-05-29,0.9789041843626282,-0.9994054003511987
2006-05-30,0.9789041843626282,-0.9994054003511987
2006-05-31,1.1782439727058058,-1.0303304524407029
2006-06-01,0.9853381847376741,-0.9994440008618889
2006-06-02,0.9853381847376741,-0.9994400435454068
2006-06-05,0.9853381847376741,-0.9994400430147542
2006-06-06,0.9853381847376741,-0.999440043014683
2006-06-07,0.9853381847376741,-0.999440043014683
2006-06-08,0.9853381847376741,-0.999440043014683
2006-06-09,0.9853381847376741,-0.999440043014683
2006-06-12,0.9853381847376741,-0.999440043014683
2006-06-13,0.9853381847376741,-0.999440043014683
2006-06-14,0.9853381847376741,-0.999440043014683
2006-06-15,0.9853381847376741,-0.999440043014683
2006-06-16,0.9853381847376741,-0.999440043014683
2006-06-19,0.9853381847376741,-0.999440043014683
2006-06-20,0.9853381847376741,-0.999440043014683
2006-06-21,0.9853381847376741,-0.999440043014683
2006-06-22,0.9853381847376741,-0.999440043014683
2006-06-23,0.9853381847376741,-0.999440043014683
2006-06-26,0.9853381847376741,-0.999440043014683
2006-06-27,0.9853381847376741,-0.999440043014683
2006-06-28,0.9853381847376741,-0.999440043014683
2006-06-29,0.9853381847376741,-0.999440043014683
2006-06-30,1.2156546382630022,-0.9746642993902483
2006-07-03,0.9903429037907598,-0.9994082155727302
