date,FRA_real_estate_f1,FRA_real_estate_f2
2005-09-19,0.9975454224070065,-0.9999773297630171
2005-09-20,0.9975454224070065,-0.9999773297630171
2005-09-21,0.9975454224070065,-0.9999773297630171
2005-09-22,0.9975454224070065,-0.9999773297630171
2005-09-23,0.9975454224070065,-0.9999773297630171
2005-09-26,0.9975454224070065,-0.9999773297630171
2005-09-27,0.9975454224070065,-0.9999773297630171
2005-09-28,0.9975454224070065,-0.9999773297630171
2005-09-29,0.9975454224070065,-0.9999773297630171
2005-09-30,1.0137104691839691,-0.8774833134893453
2005-10-03,0.99773016394676,-0.9999705586863004
2005-10-04,0.9976235385870792,-0.9999705637051706
2005-10-05,0.9976228100141825,-0.9999705637051708
2005-10-06,0.9976228050350333,-0.9999705637051708
2005-10-07,0.9976228050010053,-0.9999705637051708
2005-10-10,0.9976228050007728,-0.9999705637051708
2005-10-11,0.9976228050007712,-0.9999705637051708
2005-10-12,0.9976228050007712,-0.9999705637051708
2005-10-13,0.9976228050007712,-0.9999705637051708
2005-10-14,0.9976228050007712,-0.9999705637051708
2005-10-17,0.9976228050007712,-0.9999705637051708
2005-10-18,0.9976228050007712,-0.9999705637051708
2005-10-19,0.9976228050007712,-0.9999705637051708
2005-10-20,0.9976228050007712,-0.9999705637051708
2005-10-21,0.9976228050007712,-0.9999705637051708
2005-10-24,0.9976228050007712,-0.9999705637051708
2005-10-25,0.9976228050007712,-0.9999705637051708
2005-10-26,0.9976228050007712,-0.9999705637051708
2005-10-27,0.9976228050007712,-0.9999705637051708
2005-10-28,0.9976228050007712,-0.9999705637051708
2005-10-31,1.0879292060852161,-0.9622165110902934
2005-11-01,0.9985408651672607,-0.9999682084892765
2005-11-02,0.9980036359595271,-0.9999682098337532
2005-11-03,0.9979999674533296,-0.9999682098337532
2005-11-04,0.9979999423824574,-0.9999682098337532
2005-11-07,0.99799994221112,-0.9999682098337532
2005-11-08,0.997999942209949,-0.9999682098337532
2005-11-09,0.9979999422099411,-0.9999682098337532
2005-11-10,0.997999942209941,-0.9999682098337532
2005-11-11,0.997999942209941,-0.9999682098337532
2005-11-14,0.997999942209941,-0.9999682098337532
2005-11-15,0.997999942209941,-0.9999682098337532
2005-11-16,0.997999942209941,-0.9999682098337532
2005-11-17,0.997999942209941,-0.9999682098337532
2005-11-18,0.997999942209941,-0.9999682098337532
2005-11-21,0.997999942209941,-0.9999682098337532
2005-11-22,0.997999942209941,-0.9999682098337532
2005-11-23,0.997999942209941,-0.9999682098337532
2005-11-24,0.997999942209941,-0.9999682098337532
2005-11-25,0.997999942209941,-0.9999682098337532
2005-11-28,0.997999942209941,-0.9999682098337532
2005-11-29,0.997999942209941,-0.9999682098337532
2005-11-30,0.9702932013001899,-0.9915788474194742
2005-12-01,0.9976878323629221,-0.9999676696445036
2005-12-02,0.9978831111909658,-0.9999676699300385
2005-12-05,0.9978844461444338,-0.9999676699300385
2005-12-06,0.9978844552676843,-0.9999676699300385
2005-12-07,0.9978844553300337,-0.9999676699300385
2005-12-08,0.9978844553304598,-0.9999676699300385
2005-12-09,0.9978844553304627,-0.9999676699300385
2005-12-12,0.9978844553304627,-0.9999676699300385
2005-12-13,0.9978844553304627,-0.9999676699300385
2005-12-14,0.9978844553304627,-0.9999676699300385
2005-12-15,0.9978844553304627,-0.9999676699300385
2005-12-16,0.9978844553304627,-0.9999676699300385
2005-12-19,0.9978844553304627,-0.9999676699300385
2005-12-20,0.9978844553304627,-0.9999676699300385
2005-12-21,0.9978844553304627,-0.9999676699300385
2005-12-22,0.9978844553304627,-0.9999676699300385
2005-12-23,0.9978844553304627,-0.9999676699300385
2005-12-26,0.9978844553304627,-0.9999676699300385
2005-12-27,0.9978844553304627,-0.9999676699300385
2005-12-28,0.9978844553304627,-0.9999676699300385
2005-12-29,0.9978844553304627,-0.9999676699300385
2005-12-30,0.9978844553304627,-0.9999676699300385
2006-01-02,1.0392127690971071,-1.0665276433291244
2006-01-03,0.9983138230305821,-0.9999715792434233
2006-01-04,0.9980507026928158,-0.9999715772115217
2006-01-05,0.9980489052125628,-0.9999715772115217
2006-01-06,0.9980488929284006,-0.9999715772115217
2006-01-09,0.9980488928444491,-0.9999715772115217
2006-01-10,0.9980488928438754,-0.9999715772115217
2006-01-11,0.9980488928438715,-0.9999715772115217
2006-01-12,0.9980488928438715,-0.9999715772115217
2006-01-13,0.9980488928438715,-0.9999715772115217
2006-01-16,0.9980488928438715,-0.9999715772115217
2006-01-17,0.9980488928438715,-0.9999715772115217
2006-01-18,0.9980488928438715,-0.9999715772115217
2006-01-19,0.9980488928438715,-0.9999715772115217
2006-01-20,0.9980488928438715,-0.9999715772115217
2006-01-23,0.9980488928438715,-0.9999715772115217
2006-01-24,0.9980488928438715,-0.9999715772115217
2006-01-25,0.9980488928438715,-0.9999715772115217
2006-01-26,0.9980488928438715,-0.9999715772115217
2006-01-27,0.9980488928438715,-0.9999715772115217
2006-01-30,0.9980488928438715,-0.9999715772115217
2006-01-31,0.9751231466815725,-1.0086209296478303
2006-02-01,0.9977948259112707,-0.9999720625874446
2006-02-02,0.9979552510288355,-0.999972062300486
2006-02-03,0.9979563476595685,-0.999972062300486
2006-02-06,0.997956355154087,-0.999972062300486
2006-02-07,0.9979563552053055,-0.999972062300486
2006-02-08,0.9979563552056555,-0.999972062300486
2006-02-09,0.9979563552056578,-0.999972062300486
2006-02-10,0.9979563552056578,-0.999972062300486
2006-02-13,0.9979563552056578,-0.999972062300486
2006-02-14,0.9979563552056578,-0.999972062300486
2006-02-15,0.9979563552056578,-0.999972062300486
2006-02-16,0.9979563552056578,-0.999972062300486
2006-02-17,0.9979563552056578,-0.999972062300486
2006-02-20,0.9979563552056578,-0.999972062300486
2006-02-21,0.9979563552056578,-0.999972062300486
2006-02-22,0.9979563552056578,-0.999972062300486
2006-02-23,0.9979563552056578,-0.999972062300486
2006-02-24,0.9979563552056578,-0.999972062300486
2006-02-27,0.9979563552056578,-0.999972062300486
2006-02-28,1.109983206475689,-1.0314283214140054
2006-03-01,0.9989994185597755,-0.9999737403643237
2006-03-02,0.9983515380299169,-0.999973739355009
2006-03-03,0.9983471146723429,-0.999973739355009
2006-03-06,0.9983470844427887,-0.999973739355009
2006-03-07,0.9983470842361964,-0.999973739355009
2006-03-08,0.9983470842347846,-0.999973739355009
2006-03-09,0.9983470842347749,-0.999973739355009
2006-03-10,0.9983470842347749,-0.999973739355009
2006-03-13,0.9983470842347749,-0.999973739355009
2006-03-14,0.9983470842347749,-0.999973739355009
2006-03-15,0.9983470842347749,-0.999973739355009
2006-03-16,0.9983470842347749,-0.999973739355009
2006-03-17,0.9983470842347749,-0.999973739355009
2006-03-20,0.9983470842347749,-0.999973739355009
2006-03-21,0.9983470842347749,-0.999973739355009
2006-03-22,0.9983470842347749,-0.999973739355009
2006-03-23,0.9983470842347749,-0.999973739355009
2006-03-24,0.9983470842347749,-0.999973739355009
2006-03-27,0.9983470842347749,-0.999973739355009
2006-03-28,0.9983470842347749,-0.999973739355009
2006-03-29,0.9983470842347749,-0.999973739355009
2006-03-30,0.9983470842347749,-0.999973739355009
2006-03-31,0.7553931159684383,-1.8436009282930854
2006-04-03,0.9945982694285292,-0.999992274365464
2006-04-04,0.9971009041946896,-0.9999922625048376
2006-04-05,0.9971180725521945,-0.9999922625048372
2006-04-06,0.9971181898858609,-0.9999922625048372
2006-04-07,0.9971181906877331,-0.9999922625048372
2006-04-10,0.9971181906932133,-0.9999922625048372
2006-04-11,0.9971181906932507,-0.9999922625048372
2006-04-12,0.997118190693251,-0.9999922625048372
2006-04-13,0.997118190693251,-0.9999922625048372
2006-04-14,0.997118190693251,-0.9999922625048372
2006-04-17,0.997118190693251,-0.9999922625048372
2006-04-18,0.997118190693251,-0.9999922625048372
2006-04-19,0.997118190693251,-0.9999922625048372
2006-04-20,0.997118190693251,-0.9999922625048372
2006-04-21,0.997118190693251,-0.9999922625048372
2006-04-24,0.997118190693251,-0.9999922625048372
2006-04-25,0.997118190693251,-0.9999922625048372
2006-04-26,0.997118190693251,-0.9999922625048372
2006-04-27,0.997118190693251,-0.9999922625048372
2006-04-28,0.997118190693251,-0.9999922625048372
2006-05-01,0.20132606709623607,-1.0685150388894926
2006-05-02,0.8761153837250425,-0.9999932231531353
2006-05-03,0.9353179662033503,-0.9999932210669242
2006-05-04,0.9357648179094951,-0.9999932210669242
2006-05-05,0.9357678739514624,-0.9999932210669242
2006-05-08,0.9357678948369228,-0.9999932210669242
2006-05-09,0.9357678949796566,-0.9999932210669242
2006-05-10,0.9357678949806322,-0.9999932210669242
2006-05-11,0.9357678949806388,-0.9999932210669242
2006-05-12,0.9357678949806388,-0.9999932210669242
2006-05-15,0.9357678949806388,-0.9999932210669242
2006-05-16,0.9357678949806388,-0.9999932210669242
2006-05-17,0.9357678949806388,-0.9999932210669242
2006-05-18,0.9357678949806388,-0.9999932210669242
2006-05-19,0.9357678949806388,-0.9999932210669242
2006-05-22,0.9357678949806388,-0.9999932210669242
2006-05-23,0.9357678949806388,-0.9999932210669242
2006-05-24,0.9357678949806388,-0.9999932210669242
2006-05-25,0.9357678949806388,-0.9999932210669242
2006-05-26,0.9357678949806388,-0.9999932210669242
2006-05-29,0.9357678949806388,-0.9999932210669242
2006-05-30,0.9357678949806388,-0.9999932210669242
2006-05-31,1.0388016961893012,-1.0025727441710603
2006-06-01,0.9474801375509708,-0.9999932559082331
2006-06-02,0.9469363896124398,-0.9999932558218713
2006-06-05,0.9469326767939001,-0.9999932558218713
2006-06-06,0.9469326514202031,-0.9999932558218713
2006-06-07,0.9469326512467963,-0.9999932558218713
2006-06-08,0.9469326512456111,-0.9999932558218713
2006-06-09,0.946932651245603,-0.9999932558218713
2006-06-12,0.946932651245603,-0.9999932558218713
2006-06-13,0.946932651245603,-0.9999932558218713
2006-06-14,0.946932651245603,-0.9999932558218713
2006-06-15,0.946932651245603,-0.9999932558218713
2006-06-16,0.946932651245603,-0.9999932558218713
2006-06-19,0.946932651245603,-0.9999932558218713
2006-06-20,0.946932651245603,-0.9999932558218713
2006-06-21,0.946932651245603,-0.9999932558218713
2006-06-22,0.946932651245603,-0.9999932558218713
2006-06-23,0.946932651245603,-0.9999932558218713
2006-06-26,0.946932651245603,-0.9999932558218713
2006-06-27,0.946932651245603,-0.9999932558218713
2006-06-28,0.946932651245603,-0.9999932558218713
2006-06-29,0.946932651245603,-0.9999932558218713
2006-06-30,1.379497407501987,-0.9847380890920056
2006-07-03,0.9755850850600236,-0.9999930452283625
2006-07-04,0.9739229808887204,-0.9999930457530545
2006-07-05,0.9739116510791512,-0.9999930457530545
2006-07-06,0.9739115736512336,-0.9999930457530545
2006-07-07,0.973911573122082,-0.9999930457530545
2006-07-10,0.9739115731184658,-0.9999930457530545
2006-07-11,0.973911573118441,-0.9999930457530545
2006-07-12,0.9739115731184409,-0.9999930457530545
2006-07-13,0.9739115731184409,-0.9999930457530545
2006-07-14,0.9739115731184409,-0.9999930457530545
2006-07-17,0.9739115731184409,-0.9999930457530545
2006-07-18,0.9739115731184409,-0.9999930457530545
2006-07-19,0.9739115731184409,-0.9999930457530545
2006-07-20,0.9739115731184409,-0.9999930457530545
2006-07-21,0.9739115731184409,-0.9999930457530545
2006-07-24,0.9739115731184409,-0.9999930457530545
2006-07-25,0.9739115731184409,-0.9999930457530545
2006-07-26,0.9739115731184409,-0.9999930457530545
2006-07-27,0.9739115731184409,-0.9999930457530545
2006-07-28,0.9739115731184409,-0.9999930457530545
2006-07-31,1.2198632725249796,-1.004478641477283
2006-08-01,0.9843129296120625,-0.9999931077294363
2006-08-02,0.9831414959214002,-0.9999931075796866
2006-08-03,0.9831335045862173,-0.9999931075796866
2006-08-04,0.9831334499731443,-0.9999931075796866
2006-08-07,0.9831334495999121,-0.9999931075796866
2006-08-08,0.9831334495973614,-0.9999931075796866
2006-08-09,0.983133449597344,-0.9999931075796866
2006-08-10,0.9831334495973437,-0.9999931075796866
2006-08-11,0.9831334495973437,-0.9999931075796866
2006-08-14,0.9831334495973437,-0.9999931075796866
2006-08-15,0.9831334495973437,-0.9999931075796866
2006-08-16,0.9831334495973437,-0.9999931075796866
2006-08-17,0.9831334495973437,-0.9999931075796866
2006-08-18,0.9831334495973437,-0.9999931075796866
2006-08-21,0.9831334495973437,-0.9999931075796866
2006-08-22,0.9831334495973437,-0.9999931075796866
2006-08-23,0.9831334495973437,-0.9999931075796866
2006-08-24,0.9831334495973437,-0.9999931075796866
2006-08-25,0.9831334495973437,-0.9999931075796866
2006-08-28,0.9831334495973437,-0.9999931075796866
2006-08-29,0.9831334495973437,-0.9999931075796866
2006-08-30,0.9831334495973437,-0.9999931075796866
2006-08-31,1.1701772658873622,-1.0091026302863133
2006-09-01,0.9889764383401634,-0.9999932314694024
2006-09-04,0.9880122907419537,-0.9999932311673704
2006-09-05,0.9880057113396932,-0.9999932311673704
2006-09-06,0.988005666375721,-0.9999932311673704
2006-09-07,0.9880056660684318,-0.9999932311673704
2006-09-08,0.9880056660663317,-0.9999932311673704
2006-09-11,0.9880056660663173,-0.9999932311673704
2006-09-12,0.9880056660663173,-0.9999932311673704
2006-09-13,0.9880056660663173,-0.9999932311673704
2006-09-14,0.9880056660663173,-0.9999932311673704
2006-09-15,0.9880056660663173,-0.9999932311673704
2006-09-18,0.9880056660663173,-0.9999932311673704
2006-09-19,0.9880056660663173,-0.9999932311673704
2006-09-20,0.9880056660663173,-0.9999932311673704
2006-09-21,0.9880056660663173,-0.9999932311673704
2006-09-22,0.9880056660663173,-0.9999932311673704
2006-09-25,0.9880056660663173,-0.9999932311673704
2006-09-26,0.9880056660663173,-0.9999932311673704
2006-09-27,0.9880056660663173,-0.9999932311673704
2006-09-28,0.9880056660663173,-0.9999932311673704
2006-09-29,0.9880056660663173,-0.9999932311673704
2006-10-02,1.2886145286970165,-1.0214693968450566
2006-10-03,0.9942779147251628,-0.9999935128268674
2006-10-04,0.9929059452050456,-0.9999935121276703
2006-10-05,0.9928965885309162,-0.9999935121276702
2006-10-06,0.9928965245871926,-0.9999935121276702
2006-10-09,0.9928965241501936,-0.9999935121276702
2006-10-10,0.992896524147207,-0.9999935121276702
2006-10-11,0.9928965241471867,-0.9999935121276702
2006-10-12,0.9928965241471864,-0.9999935121276702
2006-10-13,0.9928965241471864,-0.9999935121276702
2006-10-16,0.9928965241471864,-0.9999935121276702
2006-10-17,0.9928965241471864,-0.9999935121276702
2006-10-18,0.9928965241471864,-0.9999935121276702
2006-10-19,0.9928965241471864,-0.9999935121276702
2006-10-20,0.9928965241471864,-0.9999935121276702
2006-10-23,0.9928965241471864,-0.9999935121276702
2006-10-24,0.9928965241471864,-0.9999935121276702
2006-10-25,0.9928965241471864,-0.9999935121276702
2006-10-26,0.9928965241471864,-0.9999935121276702
2006-10-27,0.9928965241471864,-0.9999935121276702
2006-10-30,0.9928965241471864,-0.9999935121276702
2006-10-31,1.1488090689585655,-1.003064025139306
2006-11-01,0.9955314235713479,-0.9999935517910873
2006-11-02,0.9946853064409272,-0.9999935516883626
2006-11-03,0.9946795313950526,-0.9999935516883626
2006-11-06,0.9946794919280422,-0.9999935516883626
2006-11-07,0.99467949165832,-0.9999935516883626
2006-11-08,0.9946794916564766,-0.9999935516883626
2006-11-09,0.994679491656464,-0.9999935516883626
2006-11-10,0.994679491656464,-0.9999935516883626
2006-11-13,0.994679491656464,-0.9999935516883626
2006-11-14,0.994679491656464,-0.9999935516883626
2006-11-15,0.994679491656464,-0.9999935516883626
2006-11-16,0.994679491656464,-0.9999935516883626
2006-11-17,0.994679491656464,-0.9999935516883626
2006-11-20,0.994679491656464,-0.9999935516883626
2006-11-21,0.994679491656464,-0.9999935516883626
2006-11-22,0.994679491656464,-0.9999935516883626
2006-11-23,0.994679491656464,-0.9999935516883626
2006-11-24,0.994679491656464,-0.9999935516883626
2006-11-27,0.994679491656464,-0.9999935516883626
2006-11-28,0.994679491656464,-0.9999935516883626
2006-11-29,0.994679491656464,-0.9999935516883626
2006-11-30,1.0699346078784207,-1.0062883149623258
2006-12-01,0.9958543619492985,-0.9999936321175369
2006-12-04,0.9953997667155126,-0.9999936319079546
2006-12-05,0.9953966620986382,-0.9999936319079546
2006-12-06,0.995396640881414,-0.9999936319079546
2006-12-07,0.995396640736413,-0.9999936319079546
2006-12-08,0.995396640735422,-0.9999936319079546
2006-12-11,0.9953966407354152,-0.9999936319079546
2006-12-12,0.9953966407354152,-0.9999936319079546
2006-12-13,0.9953966407354152,-0.9999936319079546
2006-12-14,0.9953966407354152,-0.9999936319079546
2006-12-15,0.9953966407354152,-0.9999936319079546
2006-12-18,0.9953966407354152,-0.9999936319079546
2006-12-19,0.9953966407354152,-0.9999936319079546
2006-12-20,0.9953966407354152,-0.9999936319079546
2006-12-21,0.9953966407354152,-0.9999936319079546
2006-12-22,0.9953966407354152,-0.9999936319079546
2006-12-25,0.9953966407354152,-0.9999936319079546
2006-12-26,0.9953966407354152,-0.9999936319079546
2006-12-27,0.9953966407354152,-0.9999936319079546
2006-12-28,0.9953966407354152,-0.9999936319079546
2006-12-29,0.9953966407354152,-0.9999936319079546
2007-01-01,0.932037719419052,-1.0032678930103118
2007-01-02,0.9942820780416392,-0.999993673409872
2007-01-03,0.9947513569153145,-0.999993673300364
2007-01-04,0.9947545663098558,-0.999993673300364
2007-01-05,0.9947545882433501,-0.999993673300364
2007-01-08,0.9947545883932463,-0.999993673300364
2007-01-09,0.9947545883942707,-0.999993673300364
2007-01-10,0.9947545883942777,-0.999993673300364
2007-01-11,0.9947545883942777,-0.999993673300364
2007-01-12,0.9947545883942777,-0.999993673300364
2007-01-15,0.9947545883942777,-0.999993673300364
2007-01-16,0.9947545883942777,-0.999993673300364
2007-01-17,0.9947545883942777,-0.999993673300364
2007-01-18,0.9947545883942777,-0.999993673300364
2007-01-19,0.9947545883942777,-0.999993673300364
2007-01-22,0.9947545883942777,-0.999993673300364
2007-01-23,0.9947545883942777,-0.999993673300364
2007-01-24,0.9947545883942777,-0.999993673300364
2007-01-25,0.9947545883942777,-0.999993673300364
2007-01-26,0.9947545883942777,-0.999993673300364
2007-01-29,0.9947545883942777,-0.999993673300364
2007-01-30,0.9947545883942777,-0.999993673300364
2007-01-31,0.9214279397997404,-1.0039463482018574
2007-02-01,0.9933397165809916,-0.9999937230252796
2007-02-02,0.9938906573964205,-0.9999937228932161
2007-02-05,0.9938944257465296,-0.9999937228932161
2007-02-06,0.9938944515000339,-0.9999937228932161
2007-02-07,0.9938944516760363,-0.9999937228932161
2007-02-08,0.9938944516772392,-0.9999937228932161
2007-02-09,0.9938944516772474,-0.9999937228932161
2007-02-12,0.9938944516772474,-0.9999937228932161
2007-02-13,0.9938944516772474,-0.9999937228932161
2007-02-14,0.9938944516772474,-0.9999937228932161
2007-02-15,0.9938944516772474,-0.9999937228932161
2007-02-16,0.9938944516772474,-0.9999937228932161
2007-02-19,0.9938944516772474,-0.9999937228932161
2007-02-20,0.9938944516772474,-0.9999937228932161
2007-02-21,0.9938944516772474,-0.9999937228932161
2007-02-22,0.9938944516772474,-0.9999937228932161
2007-02-23,0.9938944516772474,-0.9999937228932161
2007-02-26,0.9938944516772474,-0.9999937228932161
2007-02-27,0.9938944516772474,-0.9999937228932161
2007-02-28,1.09061734122341,-1.0074451345627715
2007-03-01,0.9954924470461191,-0.9999938154141583
2007-03-02,0.9949254171728943,-0.9999938151664923
2007-03-05,0.9949215453555931,-0.9999938151664923
2007-03-06,0.9949215188952847,-0.9999938151664923
2007-03-07,0.9949215187144519,-0.9999938151664923
2007-03-08,0.994921518713216,-0.9999938151664923
2007-03-09,0.9949215187132074,-0.9999938151664923
2007-03-12,0.9949215187132074,-0.9999938151664923
2007-03-13,0.9949215187132074,-0.9999938151664923
2007-03-14,0.9949215187132074,-0.9999938151664923
2007-03-15,0.9949215187132074,-0.9999938151664923
2007-03-16,0.9949215187132074,-0.9999938151664923
2007-03-19,0.9949215187132074,-0.9999938151664923
2007-03-20,0.9949215187132074,-0.9999938151664923
2007-03-21,0.9949215187132074,-0.9999938151664923
2007-03-22,0.9949215187132074,-0.9999938151664923
2007-03-23,0.9949215187132074,-0.9999938151664923
2007-03-26,0.9949215187132074,-0.9999938151664923
2007-03-27,0.9949215187132074,-0.9999938151664923
2007-03-28,0.9949215187132074,-0.9999938151664923
2007-03-29,0.9949215187132074,-0.9999938151664923
2007-03-30,0.9949215187132074,-0.9999938151664923
2007-04-02,1.1137459646845573,-1.0806390930565088
2007-04-03,0.9966236740509008,-0.9999947039271
2007-04-04,0.9959457729823916,-0.999994701512515
2007-04-05,0.9959411448832299,-0.9999947015125149
2007-04-06,0.9959411132544668,-0.9999947015125149
2007-04-09,0.995941113038312,-0.9999947015125149
2007-04-10,0.9959411130368349,-0.9999947015125149
2007-04-11,0.9959411130368246,-0.9999947015125149
2007-04-12,0.9959411130368246,-0.9999947015125149
2007-04-13,0.9959411130368246,-0.9999947015125149
2007-04-16,0.9959411130368246,-0.9999947015125149
2007-04-17,0.9959411130368246,-0.9999947015125149
2007-04-18,0.9959411130368246,-0.9999947015125149
2007-04-19,0.9959411130368246,-0.9999947015125149
2007-04-20,0.9959411130368246,-0.9999947015125149
2007-04-23,0.9959411130368246,-0.9999947015125149
2007-04-24,0.9959411130368246,-0.9999947015125149
2007-04-25,0.9959411130368246,-0.9999947015125149
2007-04-26,0.9959411130368246,-0.9999947015125149
2007-04-27,0.9959411130368246,-0.9999947015125149
2007-04-30,0.9968089568594258,-1.0037018414797896
2007-05-01,0.9959540099929979,-0.9999947405844611
2007-05-02,0.9959481747495931,-0.9999947404605557
2007-05-03,0.9959481348711925,-0.9999947404605557
2007-05-04,0.9959481345986586,-0.9999947404605557
2007-05-07,0.9959481345967961,-0.9999947404605557
2007-05-08,0.9959481345967834,-0.9999947404605557
2007-05-09,0.9959481345967834,-0.9999947404605557
2007-05-10,0.9959481345967834,-0.9999947404605557
2007-05-11,0.9959481345967834,-0.9999947404605557
2007-05-14,0.9959481345967834,-0.9999947404605557
2007-05-15,0.9959481345967834,-0.9999947404605557
2007-05-16,0.9959481345967834,-0.9999947404605557
2007-05-17,0.9959481345967834,-0.9999947404605557
2007-05-18,0.9959481345967834,-0.9999947404605557
2007-05-21,0.9959481345967834,-0.9999947404605557
2007-05-22,0.9959481345967834,-0.9999947404605557
2007-05-23,0.9959481345967834,-0.9999947404605557
2007-05-24,0.9959481345967834,-0.9999947404605557
2007-05-25,0.9959481345967834,-0.9999947404605557
2007-05-28,0.9959481345967834,-0.9999947404605557
2007-05-29,0.9959481345967834,-0.9999947404605557
2007-05-30,0.9959481345967834,-0.9999947404605557
2007-05-31,1.0222264028030217,-1.0022660852981846
2007-06-01,0.9963240696448724,-0.9999947642748347
2007-06-04,0.9961537651259145,-0.9999947641987552
2007-06-05,0.9961526015448386,-0.9999947641987552
2007-06-06,0.9961525935928,-0.9999947641987552
2007-06-07,0.9961525935384549,-0.9999947641987552
2007-06-08,0.9961525935380834,-0.9999947641987552
2007-06-11,0.9961525935380807,-0.9999947641987552
2007-06-12,0.9961525935380807,-0.9999947641987552
2007-06-13,0.9961525935380807,-0.9999947641987552
2007-06-14,0.9961525935380807,-0.9999947641987552
2007-06-15,0.9961525935380807,-0.9999947641987552
2007-06-18,0.9961525935380807,-0.9999947641987552
2007-06-19,0.9961525935380807,-0.9999947641987552
2007-06-20,0.9961525935380807,-0.9999947641987552
2007-06-21,0.9961525935380807,-0.9999947641987552
2007-06-22,0.9961525935380807,-0.9999947641987552
2007-06-25,0.9961525935380807,-0.9999947641987552
2007-06-26,0.9961525935380807,-0.9999947641987552
2007-06-27,0.9961525935380807,-0.9999947641987552
2007-06-28,0.9961525935380807,-0.9999947641987552
2007-06-29,0.9961525935380807,-0.9999947641987552
2007-07-02,1.0471512965971064,-0.9922184978325503
2007-07-03,0.9968378210184513,-0.9999946817986565
2007-07-04,0.9965185110856635,-0.9999946820630932
2007-07-05,0.9965163299388343,-0.9999946820630932
2007-07-06,0.9965163150326646,-0.9999946820630932
2007-07-09,0.996516314930794,-0.9999946820630932
2007-07-10,0.9965163149300978,-0.9999946820630932
2007-07-11,0.996516314930093,-0.9999946820630932
2007-07-12,0.996516314930093,-0.9999946820630932
2007-07-13,0.996516314930093,-0.9999946820630932
2007-07-16,0.996516314930093,-0.9999946820630932
2007-07-17,0.996516314930093,-0.9999946820630932
2007-07-18,0.996516314930093,-0.9999946820630932
2007-07-19,0.996516314930093,-0.9999946820630932
2007-07-20,0.996516314930093,-0.9999946820630932
2007-07-23,0.996516314930093,-0.9999946820630932
2007-07-24,0.996516314930093,-0.9999946820630932
2007-07-25,0.996516314930093,-0.9999946820630932
2007-07-26,0.996516314930093,-0.9999946820630932
2007-07-27,0.996516314930093,-0.9999946820630932
2007-07-30,0.996516314930093,-0.9999946820630932
2007-07-31,1.1285886965676233,-1.012677723846502
2007-08-01,0.9980285087916348,-0.9999948144511086
2007-08-02,0.9972859354773658,-0.9999948140328128
2007-08-03,0.9972808663433075,-0.9999948140328128
2007-08-06,0.997280831700503,-0.9999948140328128
2007-08-07,0.99728083146375,-0.9999948140328128
2007-08-08,0.9972808314621319,-0.9999948140328128
2007-08-09,0.9972808314621208,-0.9999948140328128
2007-08-10,0.9972808314621208,-0.9999948140328128
2007-08-13,0.9972808314621208,-0.9999948140328128
2007-08-14,0.9972808314621208,-0.9999948140328128
2007-08-15,0.9972808314621208,-0.9999948140328128
2007-08-16,0.9972808314621208,-0.9999948140328128
2007-08-17,0.9972808314621208,-0.9999948140328128
2007-08-20,0.9972808314621208,-0.9999948140328128
2007-08-21,0.9972808314621208,-0.9999948140328128
2007-08-22,0.9972808314621208,-0.9999948140328128
2007-08-23,0.9972808314621208,-0.9999948140328128
2007-08-24,0.9972808314621208,-0.9999948140328128
2007-08-27,0.9972808314621208,-0.9999948140328128
2007-08-28,0.9972808314621208,-0.9999948140328128
2007-08-29,0.9972808314621208,-0.9999948140328128
2007-08-30,0.9972808314621208,-0.9999948140328128
2007-08-31,1.1372499183207068,-1.014659601686397
2007-09-03,0.9986923451820733,-0.9999949628723621
2007-09-04,0.9979123655452937,-0.9999949623901198
2007-09-05,0.997907041356515,-0.9999949623901198
2007-09-06,0.9979070049706632,-0.9999949623901198
2007-09-07,0.997907004721998,-0.9999949623901198
2007-09-10,0.9979070047202986,-0.9999949623901198
2007-09-11,0.997907004720287,-0.9999949623901198
2007-09-12,0.9979070047202868,-0.9999949623901198
2007-09-13,0.9979070047202868,-0.9999949623901198
2007-09-14,0.9979070047202868,-0.9999949623901198
2007-09-17,0.9979070047202868,-0.9999949623901198
2007-09-18,0.9979070047202868,-0.9999949623901198
2007-09-19,0.9979070047202868,-0.9999949623901198
2007-09-20,0.9979070047202868,-0.9999949623901198
2007-09-21,0.9979070047202868,-0.9999949623901198
2007-09-24,0.9979070047202868,-0.9999949623901198
2007-09-25,0.9979070047202868,-0.9999949623901198
2007-09-26,0.9979070047202868,-0.9999949623901198
2007-09-27,0.9979070047202868,-0.9999949623901198
2007-09-28,0.9979070047202868,-0.9999949623901198
2007-10-01,1.1076378128879936,-0.9987016322936919
2007-10-02,0.9989409973017442,-0.9999949493325035
2007-10-03,0.9983045298327572,-0.9999949493760559
2007-10-04,0.9983001843222618,-0.9999949493760559
2007-10-05,0.9983001546247168,-0.9999949493760559
2007-10-08,0.9983001544217603,-0.9999949493760559
2007-10-09,0.9983001544203732,-0.9999949493760559
2007-10-10,0.9983001544203638,-0.9999949493760559
2007-10-11,0.9983001544203638,-0.9999949493760559
2007-10-12,0.9983001544203638,-0.9999949493760559
2007-10-15,0.9983001544203638,-0.9999949493760559
2007-10-16,0.9983001544203638,-0.9999949493760559
2007-10-17,0.9983001544203638,-0.9999949493760559
