date,FRA_real_estate_f1,FRA_real_estate_f2
2004-06-04,2.3688862804977275,1.3439254724618153
2004-06-07,2.3688862803674335,1.3439254724618153
2004-06-08,2.368886280366543,1.3439254724618153
2004-06-09,2.368886280366537,1.3439254724618153
2004-06-10,2.368886280366537,1.3439254724618153
2004-06-11,2.368886280366537,1.3439254724618153
2004-06-14,2.368886280366537,1.3439254724618153
2004-06-15,2.368886280366537,1.3439254724618153
2004-06-16,2.368886280366537,1.3439254724618153
2004-06-17,2.368886280366537,1.3439254724618153
2004-06-18,2.368886280366537,1.3439254724618153
2004-06-21,2.368886280366537,1.3439254724618153
2004-06-22,2.368886280366537,1.3439254724618153
2004-06-23,2.368886280366537,1.3439254724618153
2004-06-24,2.368886280366537,1.3439254724618153
2004-06-25,2.368886280366537,1.3439254724618153
2004-06-28,2.368886280366537,1.3439254724618153
2004-06-29,2.368886280366537,1.3439254724618153
2004-06-30,2.368886280366537,1.3439254724618153
2004-07-01,2.3446453728536185,1.383955024877968
2004-07-02,2.344478845276276,1.3839550262038973
2004-07-05,2.3444777071661376,1.3839550262038975
2004-07-06,2.3444776993881544,1.3839550262038975
2004-07-07,2.3444776993349987,1.3839550262038975
2004-07-08,2.3444776993346355,1.3839550262038975
2004-07-09,2.3444776993346332,1.3839550262038975
2004-07-12,2.3444776993346332,1.3839550262038975
2004-07-13,2.3444776993346332,1.3839550262038975
2004-07-14,2.3444776993346332,1.3839550262038975
2004-07-15,2.3444776993346332,1.3839550262038975
2004-07-16,2.3444776993346332,1.3839550262038975
2004-07-19,2.3444776993346332,1.3839550262038975
2004-07-20,2.3444776993346332,1.3839550262038975
2004-07-21,2.3444776993346332,1.3839550262038975
2004-07-22,2.3444776993346332,1.3839550262038975
2004-07-23,2.3444776993346332,1.3839550262038975
2004-07-26,2.3444776993346332,1.3839550262038975
2004-07-27,2.3444776993346332,1.3839550262038975
2004-07-28,2.3444776993346332,1.3839550262038975
2004-07-29,2.3444776993346332,1.3839550262038975
2004-07-30,2.3444776993346332,1.3839550262038975
2004-08-02,2.3444776993346332,1.3839550262038975
2004-08-03,2.320991537672164,1.3634752519318571
2004-08-04,2.320830212730771,1.3634752512383659
2004-08-05,2.320829110178185,1.3634752512383659
2004-08-06,2.3208291026432066,1.3634752512383659
2004-08-09,2.3208291025917114,1.3634752512383659
2004-08-10,2.3208291025913597,1.3634752512383659
2004-08-11,2.320829102591357,1.3634752512383659
2004-08-12,2.320829102591357,1.3634752512383659
2004-08-13,2.320829102591357,1.3634752512383659
2004-08-16,2.320829102591357,1.3634752512383659
2004-08-17,2.320829102591357,1.3634752512383659
2004-08-18,2.320829102591357,1.3634752512383659
2004-08-19,2.320829102591357,1.3634752512383659
2004-08-20,2.320829102591357,1.3634752512383659
2004-08-23,2.320829102591357,1.3634752512383659
2004-08-24,2.320829102591357,1.3634752512383659
2004-08-25,2.320829102591357,1.3634752512383659
2004-08-26,2.320829102591357,1.3634752512383659
2004-08-27,2.320829102591357,1.3634752512383659
2004-08-30,2.320829102591357,1.3634752512383659
2004-08-31,2.320829102591357,1.3634752512383659
2004-09-01,2.3171446985403676,1.3657352259977908
2004-09-02,2.3171194987253823,1.3657352260736855
2004-09-03,2.31711932650588,1.3657352260736855
2004-09-06,2.3171193253289113,1.3657352260736855
2004-09-07,2.317119325320868,1.3657352260736855
2004-09-08,2.317119325320813,1.3657352260736855
2004-09-09,2.3171193253208124,1.3657352260736855
2004-09-10,2.3171193253208124,1.3657352260736855
2004-09-13,2.3171193253208124,1.3657352260736855
2004-09-14,2.3171193253208124,1.3657352260736855
2004-09-15,2.3171193253208124,1.3657352260736855
2004-09-16,2.3171193253208124,1.3657352260736855
2004-09-17,2.3171193253208124,1.3657352260736855
2004-09-20,2.3171193253208124,1.3657352260736855
2004-09-21,2.3171193253208124,1.3657352260736855
2004-09-22,2.3171193253208124,1.3657352260736855
2004-09-23,2.3171193253208124,1.3657352260736855
2004-09-24,2.3171193253208124,1.3657352260736855
2004-09-27,2.3171193253208124,1.3657352260736855
2004-09-28,2.3171193253208124,1.3657352260736855
2004-09-29,2.3171193253208124,1.3657352260736855
2004-09-30,2.3171193253208124,1.3657352260736855
2004-10-01,2.3290566755673767,1.3528253713934044
2004-10-04,2.3291380463613782,1.352825370957436
2004-10-05,2.3291386024493668,1.352825370957436
2004-10-06,2.3291386062497383,1.352825370957436
2004-10-07,2.329138606275711,1.352825370957436
2004-10-08,2.329138606275888,1.352825370957436
2004-10-11,2.3291386062758894,1.352825370957436
2004-10-12,2.3291386062758894,1.352825370957436
2004-10-13,2.3291386062758894,1.352825370957436
2004-10-14,2.3291386062758894,1.352825370957436
2004-10-15,2.3291386062758894,1.352825370957436
2004-10-18,2.3291386062758894,1.352825370957436
2004-10-19,2.3291386062758894,1.352825370957436
2004-10-20,2.3291386062758894,1.352825370957436
2004-10-21,2.3291386062758894,1.352825370957436
2004-10-22,2.3291386062758894,1.352825370957436
2004-10-25,2.3291386062758894,1.352825370957436
2004-10-26,2.3291386062758894,1.352825370957436
2004-10-27,2.3291386062758894,1.352825370957436
2004-10-28,2.3291386062758894,1.352825370957436
2004-10-29,2.3291386062758894,1.352825370957436
2004-11-01,2.3291386062758894,1.352825370957436
2004-11-02,2.3267551585631585,1.3593252974481256
2004-11-03,2.326738861395619,1.3593252976660646
2004-11-04,2.326738750018428,1.3593252976660646
2004-11-05,2.326738749257263,1.3593252976660646
2004-11-08,2.326738749252061,1.3593252976660646
2004-11-09,2.3267387492520255,1.3593252976660646
2004-11-10,2.3267387492520255,1.3593252976660646
2004-11-11,2.3267387492520255,1.3593252976660646
2004-11-12,2.3267387492520255,1.3593252976660646
2004-11-15,2.3267387492520255,1.3593252976660646
2004-11-16,2.3267387492520255,1.3593252976660646
2004-11-17,2.3267387492520255,1.3593252976660646
2004-11-18,2.3267387492520255,1.3593252976660646
2004-11-19,2.3267387492520255,1.3593252976660646
2004-11-22,2.3267387492520255,1.3593252976660646
2004-11-23,2.3267387492520255,1.3593252976660646
2004-11-24,2.3267387492520255,1.3593252976660646
2004-11-25,2.3267387492520255,1.3593252976660646
2004-11-26,2.3267387492520255,1.3593252976660646
2004-11-29,2.3267387492520255,1.3593252976660646
2004-11-30,2.3267387492520255,1.3593252976660646
2004-12-01,2.3156757261652836,1.3661052217344403
2004-12-02,2.315599938295973,1.366105221961747
2004-12-03,2.3155994203440473,1.366105221961747
2004-12-06,2.3155994168043015,1.366105221961747
2004-12-07,2.31559941678011,1.366105221961747
2004-12-08,2.315599416779945,1.366105221961747
2004-12-09,2.3155994167799436,1.366105221961747
2004-12-10,2.3155994167799436,1.366105221961747
2004-12-13,2.3155994167799436,1.366105221961747
2004-12-14,2.3155994167799436,1.366105221961747
2004-12-15,2.3155994167799436,1.366105221961747
2004-12-16,2.3155994167799436,1.366105221961747
2004-12-17,2.3155994167799436,1.366105221961747
2004-12-20,2.3155994167799436,1.366105221961747
2004-12-21,2.3155994167799436,1.366105221961747
2004-12-22,2.3155994167799436,1.366105221961747
2004-12-23,2.3155994167799436,1.366105221961747
2004-12-24,2.3155994167799436,1.366105221961747
2004-12-27,2.3155994167799436,1.366105221961747
2004-12-28,2.3155994167799436,1.366105221961747
2004-12-29,2.3155994167799436,1.366105221961747
2004-12-30,2.3155994167799436,1.366105221961747
2004-12-31,2.3155994167799436,1.366105221961747
2005-01-03,2.264508145392362,1.4058147919349975
2005-01-04,2.2641550151054557,1.4058147932507798
2005-01-05,2.264152601581221,1.40581479325078
2005-01-06,2.2641525850868978,1.40581479325078
2005-01-07,2.2641525849741737,1.40581479325078
2005-01-10,2.264152584973403,1.40581479325078
2005-01-11,2.264152584973398,1.40581479325078
2005-01-12,2.264152584973398,1.40581479325078
2005-01-13,2.264152584973398,1.40581479325078
2005-01-14,2.264152584973398,1.40581479325078
2005-01-17,2.264152584973398,1.40581479325078
2005-01-18,2.264152584973398,1.40581479325078
2005-01-19,2.264152584973398,1.40581479325078
2005-01-20,2.264152584973398,1.40581479325078
2005-01-21,2.264152584973398,1.40581479325078
2005-01-24,2.264152584973398,1.40581479325078
2005-01-25,2.264152584973398,1.40581479325078
2005-01-26,2.264152584973398,1.40581479325078
2005-01-27,2.264152584973398,1.40581479325078
2005-01-28,2.264152584973398,1.40581479325078
2005-01-31,2.264152584973398,1.40581479325078
2005-02-01,2.2583429828436943,1.4035148174962089
2005-02-02,2.2583032279069997,1.4035148174188437
2005-02-03,2.2583029562145844,1.4035148174188437
2005-02-04,2.2583029543578057,1.4035148174188437
2005-02-07,2.2583029543451163,1.4035148174188437
2005-02-08,2.2583029543450297,1.4035148174188437
2005-02-09,2.2583029543450293,1.4035148174188437
2005-02-10,2.2583029543450293,1.4035148174188437
2005-02-11,2.2583029543450293,1.4035148174188437
2005-02-14,2.2583029543450293,1.4035148174188437
2005-02-15,2.2583029543450293,1.4035148174188437
2005-02-16,2.2583029543450293,1.4035148174188437
2005-02-17,2.2583029543450293,1.4035148174188437
2005-02-18,2.2583029543450293,1.4035148174188437
2005-02-21,2.2583029543450293,1.4035148174188437
2005-02-22,2.2583029543450293,1.4035148174188437
2005-02-23,2.2583029543450293,1.4035148174188437
2005-02-24,2.2583029543450293,1.4035148174188437
2005-02-25,2.2583029543450293,1.4035148174188437
2005-02-28,2.2583029543450293,1.4035148174188437
2005-03-01,2.254608632366109,1.4057747935945208
2005-03-02,2.254583364100078,1.4057747936704172
2005-03-03,2.254583191412742,1.4057747936704172
2005-03-04,2.2545831902325757,1.4057747936704172
2005-03-07,2.2545831902245106,1.4057747936704172
2005-03-08,2.254583190224455,1.4057747936704172
2005-03-09,2.2545831902244546,1.4057747936704172
2005-03-10,2.2545831902244546,1.4057747936704172
2005-03-11,2.2545831902244546,1.4057747936704172
2005-03-14,2.2545831902244546,1.4057747936704172
2005-03-15,2.2545831902244546,1.4057747936704172
2005-03-16,2.2545831902244546,1.4057747936704172
2005-03-17,2.2545831902244546,1.4057747936704172
2005-03-18,2.2545831902244546,1.4057747936704172
2005-03-21,2.2545831902244546,1.4057747936704172
2005-03-22,2.2545831902244546,1.4057747936704172
2005-03-23,2.2545831902244546,1.4057747936704172
2005-03-24,2.2545831902244546,1.4057747936704172
2005-03-25,2.2545831902244546,1.4057747936704172
2005-03-28,2.2545831902244546,1.4057747936704172
2005-03-29,2.2545831902244546,1.4057747936704172
2005-03-30,2.2545831902244546,1.4057747936704172
2005-03-31,2.2545831902244546,1.4057747936704172
2005-04-01,2.190177181407496,0.3967494236570319
2005-04-04,2.189730505651551,0.3967493466193396
2005-04-05,2.189727452702365,0.396749346619337
2005-04-06,2.1897274318381297,0.396749346619337
2005-04-07,2.1897274316955406,0.396749346619337
2005-04-08,2.1897274316945663,0.396749346619337
2005-04-11,2.1897274316945596,0.396749346619337
2005-04-12,2.1897274316945596,0.396749346619337
2005-04-13,2.1897274316945596,0.396749346619337
2005-04-14,2.1897274316945596,0.396749346619337
2005-04-15,2.1897274316945596,0.396749346619337
2005-04-18,2.1897274316945596,0.396749346619337
2005-04-19,2.1897274316945596,0.396749346619337
2005-04-20,2.1897274316945596,0.396749346619337
2005-04-21,2.1897274316945596,0.396749346619337
2005-04-22,2.1897274316945596,0.396749346619337
2005-04-25,2.1897274316945596,0.396749346619337
2005-04-26,2.1897274316945596,0.396749346619337
2005-04-27,2.1897274316945596,0.396749346619337
2005-04-28,2.1897274316945596,0.396749346619337
2005-04-29,2.1897274316945596,0.396749346619337
2005-05-02,2.1897274316945596,0.396749346619337
2005-05-03,2.18318297805398,0.4015987144372704
2005-05-04,2.183138184976889,0.40159871459927277
2005-05-05,2.1831378788524636,0.40159871459927277
2005-05-06,2.1831378767603726,0.40159871459927277
2005-05-09,2.1831378767460747,0.40159871459927277
2005-05-10,2.1831378767459775,0.40159871459927277
2005-05-11,2.1831378767459766,0.40159871459927277
2005-05-12,2.1831378767459766,0.40159871459927277
2005-05-13,2.1831378767459766,0.40159871459927277
2005-05-16,2.1831378767459766,0.40159871459927277
2005-05-17,2.1831378767459766,0.40159871459927277
2005-05-18,2.1831378767459766,0.40159871459927277
2005-05-19,2.1831378767459766,0.40159871459927277
2005-05-20,2.1831378767459766,0.40159871459927277
2005-05-23,2.1831378767459766,0.40159871459927277
2005-05-24,2.1831378767459766,0.40159871459927277
2005-05-25,2.1831378767459766,0.40159871459927277
2005-05-26,2.1831378767459766,0.40159871459927277
2005-05-27,2.1831378767459766,0.40159871459927277
2005-05-30,2.1831378767459766,0.40159871459927277
2005-05-31,2.1831378767459766,0.40159871459927277
2005-06-01,2.1831378767459766,0.40159871459927277
2005-06-02,2.1831378767459766,0.40159871459927277
2005-06-03,2.1831378767459766,0.40159871459927277
2005-06-06,2.1831378767459766,0.40159871459927277
2005-06-07,2.1831378767459766,0.40159871459927277
2005-06-08,2.1831378767459766,0.40159871459927277
2005-06-09,2.1831378767459766,0.40159871459927277
2005-06-10,2.1831378767459766,0.40159871459927277
2005-06-13,2.1831378767459766,0.40159871459927277
2005-06-14,2.1831378767459766,0.40159871459927277
2005-06-15,2.1831378767459766,0.40159871459927277
2005-06-16,2.1831378767459766,0.40159871459927277
2005-06-17,2.1831378767459766,0.40159871459927277
2005-06-20,2.1831378767459766,0.40159871459927277
2005-06-21,2.1831378767459766,0.40159871459927277
2005-06-22,2.1831378767459766,0.40159871459927277
2005-06-23,2.1831378767459766,0.40159871459927277
2005-06-24,2.1831378767459766,0.40159871459927277
2005-06-27,2.1831378767459766,0.40159871459927277
2005-06-28,2.1831378767459766,0.40159871459927277
2005-06-29,2.1831378767459766,0.40159871459927277
2005-06-30,2.1831378767459766,0.40159871459927277
2005-07-01,1.4026233800466195,0.5803257862812552
2005-07-04,1.3957884619713716,0.5803257913632346
2005-07-05,1.395741636169017,0.5803257913632347
2005-07-06,1.3957413161504606,0.5803257913632347
2005-07-07,1.3957413139634152,0.5803257913632347
2005-07-08,1.3957413139484687,0.5803257913632347
2005-07-11,1.3957413139483665,0.5803257913632347
2005-07-12,1.3957413139483656,0.5803257913632347
2005-07-13,1.3957413139483656,0.5803257913632347
2005-07-14,1.3957413139483656,0.5803257913632347
2005-07-15,1.3957413139483656,0.5803257913632347
2005-07-18,1.3957413139483656,0.5803257913632347
2005-07-19,1.3957413139483656,0.5803257913632347
2005-07-20,1.3957413139483656,0.5803257913632347
2005-07-21,1.3957413139483656,0.5803257913632347
2005-07-22,1.3957413139483656,0.5803257913632347
2005-07-25,1.3957413139483656,0.5803257913632347
2005-07-26,1.3957413139483656,0.5803257913632347
2005-07-27,1.3957413139483656,0.5803257913632347
2005-07-28,1.3957413139483656,0.5803257913632347
2005-07-29,1.3957413139483656,0.5803257913632347
2005-08-01,1.3957413139483656,0.5803257913632347
2005-08-02,0.39369199346394124,0.966436491159053
2005-08-03,0.377808314150969,0.9664365015438597
2005-08-04,0.37769746508907825,0.9664365015438601
2005-08-05,0.37769670742136335,0.9664365015438601
2005-08-08,0.37769670224336604,0.9664365015438601
2005-08-09,0.377696702207979,0.9664365015438601
2005-08-10,0.37769670220773716,0.9664365015438601
2005-08-11,0.3776967022077355,0.9664365015438601
2005-08-12,0.3776967022077355,0.9664365015438601
2005-08-15,0.3776967022077355,0.9664365015438601
2005-08-16,0.3776967022077355,0.9664365015438601
2005-08-17,0.3776967022077355,0.9664365015438601
2005-08-18,0.3776967022077355,0.9664365015438601
2005-08-19,0.3776967022077355,0.9664365015438601
2005-08-22,0.3776967022077355,0.9664365015438601
2005-08-23,0.3776967022077355,0.9664365015438601
2005-08-24,0.3776967022077355,0.9664365015438601
2005-08-25,0.3776967022077355,0.9664365015438601
2005-08-26,0.3776967022077355,0.9664365015438601
2005-08-29,0.3776967022077355,0.9664365015438601
2005-08-30,0.3776967022077355,0.9664365015438601
2005-08-31,0.3776967022077355,0.9664365015438601
2005-09-01,0.36298502075440264,0.9573937046475255
2005-09-02,0.3628824274024848,0.9573937043421633
2005-09-05,0.3628817261674192,0.9573937043421633
2005-09-06,0.36288172137508995,0.9573937043421633
2005-09-07,0.3628817213423386,0.9573937043421633
2005-09-08,0.36288172134211477,0.9573937043421633
2005-09-09,0.3628817213421133,0.9573937043421633
2005-09-12,0.3628817213421133,0.9573937043421633
2005-09-13,0.3628817213421133,0.9573937043421633
2005-09-14,0.3628817213421133,0.9573937043421633
2005-09-15,0.3628817213421133,0.9573937043421633
2005-09-16,0.3628817213421133,0.9573937043421633
2005-09-19,0.3628817213421133,0.9573937043421633
2005-09-20,0.3628817213421133,0.9573937043421633
2005-09-21,0.3628817213421133,0.9573937043421633
2005-09-22,0.3628817213421133,0.9573937043421633
2005-09-23,0.3628817213421133,0.9573937043421633
2005-09-26,0.3628817213421133,0.9573937043421633
2005-09-27,0.3628817213421133,0.9573937043421633
2005-09-28,0.3628817213421133,0.9573937043421633
2005-09-29,0.3628817213421133,0.9573937043421633
2005-09-30,0.3628817213421133,0.9573937043421633
2005-10-03,0.3686938746492877,0.840121734287525
2005-10-04,0.36873328041256015,0.8401217300709389
2005-10-05,0.368733549701786,0.8401217300709388
2005-10-06,0.36873355154214027,0.8401217300709388
2005-10-07,0.36873355155471743,0.8401217300709388
2005-10-10,0.36873355155480336,0.8401217300709388
2005-10-11,0.368733551554804,0.8401217300709388
2005-10-12,0.368733551554804,0.8401217300709388
2005-10-13,0.368733551554804,0.8401217300709388
2005-10-14,0.368733551554804,0.8401217300709388
2005-10-17,0.368733551554804,0.8401217300709388
2005-10-18,0.368733551554804,0.8401217300709388
2005-10-19,0.368733551554804,0.8401217300709388
2005-10-20,0.368733551554804,0.8401217300709388
2005-10-21,0.368733551554804,0.8401217300709388
2005-10-24,0.368733551554804,0.8401217300709388
2005-10-25,0.368733551554804,0.8401217300709388
2005-10-26,0.368733551554804,0.8401217300709388
2005-10-27,0.368733551554804,0.8401217300709388
2005-10-28,0.368733551554804,0.8401217300709388
2005-10-31,0.368733551554804,0.8401217300709388
2005-11-01,0.4017421960320115,0.8084047004067019
2005-11-02,0.40195845540613684,0.808404699319786
2005-11-03,0.40195993294835414,0.808404699319786
2005-11-04,0.4019599430460362,0.808404699319786
2005-11-07,0.401959943115045,0.808404699319786
2005-11-08,0.40195994311551664,0.808404699319786
2005-11-09,0.4019599431155198,0.808404699319786
2005-11-10,0.40195994311551986,0.808404699319786
2005-11-11,0.40195994311551986,0.808404699319786
2005-11-14,0.40195994311551986,0.808404699319786
2005-11-15,0.40195994311551986,0.808404699319786
2005-11-16,0.40195994311551986,0.808404699319786
2005-11-17,0.40195994311551986,0.808404699319786
2005-11-18,0.40195994311551986,0.808404699319786
2005-11-21,0.40195994311551986,0.808404699319786
2005-11-22,0.40195994311551986,0.808404699319786
2005-11-23,0.40195994311551986,0.808404699319786
2005-11-24,0.40195994311551986,0.808404699319786
2005-11-25,0.40195994311551986,0.808404699319786
2005-11-28,0.40195994311551986,0.808404699319786
2005-11-29,0.40195994311551986,0.808404699319786
2005-11-30,0.40195994311551986,0.808404699319786
2005-12-01,0.3909228792299488,0.8016229167538728
2005-12-02,0.3908463783243263,0.801622916524974
2005-12-05,0.39084585545644296,0.801622916524974
2005-12-06,0.3908458518830987,0.801622916524974
2005-12-07,0.3908458518586781,0.801622916524974
2005-12-08,0.3908458518585112,0.801622916524974
2005-12-09,0.39084585185851006,0.801622916524974
2005-12-12,0.39084585185851006,0.801622916524974
2005-12-13,0.39084585185851006,0.801622916524974
2005-12-14,0.39084585185851006,0.801622916524974
2005-12-15,0.39084585185851006,0.801622916524974
2005-12-16,0.39084585185851006,0.801622916524974
2005-12-19,0.39084585185851006,0.801622916524974
2005-12-20,0.39084585185851006,0.801622916524974
2005-12-21,0.39084585185851006,0.801622916524974
2005-12-22,0.39084585185851006,0.801622916524974
2005-12-23,0.39084585185851006,0.801622916524974
2005-12-26,0.39084585185851006,0.801622916524974
2005-12-27,0.39084585185851006,0.801622916524974
2005-12-28,0.39084585185851006,0.801622916524974
2005-12-29,0.39084585185851006,0.801622916524974
2005-12-30,0.39084585185851006,0.801622916524974
2006-01-02,0.39084585185851006,0.801622916524974
2006-01-03,0.4068580346478458,0.8549772991016964
2006-01-04,0.40696529635630474,0.8549773008389754
2006-01-05,0.4069660292984281,0.8549773008389754
2006-01-06,0.406966034307438,0.8549773008389754
2006-01-09,0.40696603434167017,0.8549773008389754
2006-01-10,0.4069660343419041,0.8549773008389754
2006-01-11,0.4069660343419057,0.8549773008389754
2006-01-12,0.4069660343419057,0.8549773008389754
2006-01-13,0.4069660343419057,0.8549773008389754
2006-01-16,0.4069660343419057,0.8549773008389754
2006-01-17,0.4069660343419057,0.8549773008389754
2006-01-18,0.4069660343419057,0.8549773008389754
2006-01-19,0.4069660343419057,0.8549773008389754
2006-01-20,0.4069660343419057,0.8549773008389754
2006-01-23,0.4069660343419057,0.8549773008389754
2006-01-24,0.4069660343419057,0.8549773008389754
2006-01-25,0.4069660343419057,0.8549773008389754
2006-01-26,0.4069660343419057,0.8549773008389754
2006-01-27,0.4069660343419057,0.8549773008389754
2006-01-30,0.4069660343419057,0.8549773008389754
2006-01-31,0.4069660343419057,0.8549773008389754
2006-02-01,0.397719039720987,0.8623720924449229
2006-02-02,0.39765510486655414,0.8623720926923949
2006-02-03,0.3976546678927224,0.8623720926923949
2006-02-06,0.3976546649063892,0.8623720926923949
2006-02-07,0.3976546648859802,0.8623720926923949
2006-02-08,0.3976546648858407,0.8623720926923949
2006-02-09,0.3976546648858398,0.8623720926923949
2006-02-10,0.3976546648858398,0.8623720926923949
2006-02-13,0.3976546648858398,0.8623720926923949
2006-02-14,0.3976546648858398,0.8623720926923949
2006-02-15,0.3976546648858398,0.8623720926923949
2006-02-16,0.3976546648858398,0.8623720926923949
2006-02-17,0.3976546648858398,0.8623720926923949
2006-02-20,0.3976546648858398,0.8623720926923949
2006-02-21,0.3976546648858398,0.8623720926923949
2006-02-22,0.3976546648858398,0.8623720926923949
2006-02-23,0.3976546648858398,0.8623720926923949
2006-02-24,0.3976546648858398,0.8623720926923949
2006-02-27,0.3976546648858398,0.8623720926923949
2006-02-28,0.3976546648858398,0.8623720926923949
2006-03-01,0.44183208898793697,0.8894983579028132
2006-03-02,0.442118816054524,0.8894983588006206
2006-03-03,0.44212077494195395,0.8894983588006206
2006-03-06,0.4421207883291958,0.8894983588006206
2006-03-07,0.4421207884206858,0.8894983588006206
2006-03-08,0.4421207884213111,0.8894983588006206
2006-03-09,0.44212078842131536,0.8894983588006206
2006-03-10,0.44212078842131536,0.8894983588006206
2006-03-13,0.44212078842131536,0.8894983588006206
2006-03-14,0.44212078842131536,0.8894983588006206
2006-03-15,0.44212078842131536,0.8894983588006206
2006-03-16,0.44212078842131536,0.8894983588006206
2006-03-17,0.44212078842131536,0.8894983588006206
2006-03-20,0.44212078842131536,0.8894983588006206
2006-03-21,0.44212078842131536,0.8894983588006206
2006-03-22,0.44212078842131536,0.8894983588006206
2006-03-23,0.44212078842131536,0.8894983588006206
2006-03-24,0.44212078842131536,0.8894983588006206
2006-03-27,0.44212078842131536,0.8894983588006206
2006-03-28,0.44212078842131536,0.8894983588006206
2006-03-29,0.44212078842131536,0.8894983588006206
2006-03-30,0.44212078842131536,0.8894983588006206
2006-03-31,0.44212078842131536,0.8894983588006206
2006-04-03,0.3357888408471629,1.6398926692114406
2006-04-04,0.3349460406614871,1.6398926886617453
2006-04-05,0.33494027356777045,1.639892688661746
2006-04-06,0.33494023415441837,1.639892688661746
2006-04-07,0.33494023388506283,1.639892688661746
2006-04-10,0.334940233883222,1.639892688661746
2006-04-11,0.3349402338832094,1.639892688661746
2006-04-12,0.3349402338832093,1.639892688661746
2006-04-13,0.3349402338832093,1.639892688661746
2006-04-14,0.3349402338832093,1.639892688661746
2006-04-17,0.3349402338832093,1.639892688661746
2006-04-18,0.3349402338832093,1.639892688661746
2006-04-19,0.3349402338832093,1.639892688661746
2006-04-20,0.3349402338832093,1.639892688661746
2006-04-21,0.3349402338832093,1.639892688661746
2006-04-24,0.3349402338832093,1.639892688661746
2006-04-25,0.3349402338832093,1.639892688661746
2006-04-26,0.3349402338832093,1.639892688661746
2006-04-27,0.3349402338832093,1.639892688661746
2006-04-28,0.3349402338832093,1.639892688661746
2006-05-01,0.3349402338832093,1.639892688661746
2006-05-02,0.07696725939600979,1.7522618748103924
2006-05-03,0.07209548243120069,1.7522618784660053
2006-05-04,0.07206105498884216,1.7522618784660053
2006-05-05,0.07206081965098286,1.7522618784660053
2006-05-08,0.07206081804265306,1.7522618784660053
2006-05-09,0.07206081803166153,1.7522618784660053
2006-05-10,0.07206081803158641,1.7522618784660053
2006-05-11,0.0720608180315859,1.7522618784660053
2006-05-12,0.0720608180315859,1.7522618784660053
2006-05-15,0.0720608180315859,1.7522618784660053
2006-05-16,0.0720608180315859,1.7522618784660053
2006-05-17,0.0720608180315859,1.7522618784660053
2006-05-18,0.0720608180315859,1.7522618784660053
2006-05-19,0.0720608180315859,1.7522618784660053
2006-05-22,0.0720608180315859,1.7522618784660053
2006-05-23,0.0720608180315859,1.7522618784660053
2006-05-24,0.0720608180315859,1.7522618784660053
2006-05-25,0.0720608180315859,1.7522618784660053
2006-05-26,0.0720608180315859,1.7522618784660053
2006-05-29,0.0720608180315859,1.7522618784660053
2006-05-30,0.0720608180315859,1.7522618784660053
2006-05-31,0.0720608180315859,1.7522618784660053
2006-06-01,0.07900630000908382,1.7567818478979966
2006-06-02,0.0790516668502277,1.7567818480497166
2006-06-05,0.07905197680309073,1.7567818480497166
2006-06-06,0.0790519789213416,1.7567818480497166
2006-06-07,0.07905197893581797,1.7567818480497166
2006-06-08,0.07905197893591691,1.7567818480497166
2006-06-09,0.07905197893591759,1.7567818480497166
2006-06-12,0.07905197893591759,1.7567818480497166
2006-06-13,0.07905197893591759,1.7567818480497166
2006-06-14,0.07905197893591759,1.7567818480497166
2006-06-15,0.07905197893591759,1.7567818480497166
2006-06-16,0.07905197893591759,1.7567818480497166
2006-06-19,0.07905197893591759,1.7567818480497166
2006-06-20,0.07905197893591759,1.7567818480497166
2006-06-21,0.07905197893591759,1.7567818480497166
2006-06-22,0.07905197893591759,1.7567818480497166
2006-06-23,0.07905197893591759,1.7567818480497166
2006-06-26,0.07905197893591759,1.7567818480497166
2006-06-27,0.07905197893591759,1.7567818480497166
2006-06-28,0.07905197893591759,1.7567818480497166
2006-06-29,0.07905197893591759,1.7567818480497166
2006-06-30,0.07905197893591759,1.7567818480497166
2006-07-03,0.1117811267002821,1.729982031629967
2006-07-04,0.11197189319887317,1.7299820307222529
2006-07-05,0.11197319580186148,1.7299820307222529
2006-07-06,0.11197320470395446,1.7299820307222529
2006-07-07,0.11197320476479243,1.7299820307222529
2006-07-10,0.1119732047652082,1.7299820307222529
2006-07-11,0.11197320476521104,1.7299820307222529
2006-07-12,0.11197320476521105,1.7299820307222529
2006-07-13,0.11197320476521105,1.7299820307222529
2006-07-14,0.11197320476521105,1.7299820307222529
2006-07-17,0.11197320476521105,1.7299820307222529
2006-07-18,0.11197320476521105,1.7299820307222529
2006-07-19,0.11197320476521105,1.7299820307222529
2006-07-20,0.11197320476521105,1.7299820307222529
2006-07-21,0.11197320476521105,1.7299820307222529
2006-07-24,0.11197320476521105,1.7299820307222529
2006-07-25,0.11197320476521105,1.7299820307222529
2006-07-26,0.11197320476521105,1.7299820307222529
2006-07-27,0.11197320476521105,1.7299820307222529
2006-07-28,0.11197320476521105,1.7299820307222529
2006-07-31,0.11197320476521105,1.7299820307222529
2006-08-01,0.1387688771434036,1.7377419769878752
2006-08-02,0.1389342231679337,1.7377419772481033
2006-08-03,0.13893535248550912,1.7377419772481033
2006-08-04,0.13893536020336933,1.7377419772481033
2006-08-07,0.1389353602561141,1.7377419772481033
2006-08-08,0.13893536025647457,1.7377419772481033
