date,DEU_real_estate_f1,DEU_real_estate_f2
2005-05-27,2.739266376263316,3.064307135314214
2005-05-30,2.739266376263316,3.064307135314214
2005-05-31,2.739266376263316,3.064307135314214
2005-06-01,2.7132349161891254,3.0564526646730448
2005-06-02,2.7126663096816515,3.056450321289507
2005-06-03,2.7126539488488053,3.0564503205912548
2005-06-06,2.7126536801670675,3.056450320591047
2005-06-07,2.7126536743268694,3.056450320591047
2005-06-08,2.712653674199924,3.056450320591047
2005-06-09,2.7126536741971647,3.056450320591047
2005-06-10,2.712653674197105,3.056450320591047
2005-06-13,2.7126536741971035,3.056450320591047
2005-06-14,2.7126536741971035,3.056450320591047
2005-06-15,2.7126536741971035,3.056450320591047
2005-06-16,2.7126536741971035,3.056450320591047
2005-06-17,2.7126536741971035,3.056450320591047
2005-06-20,2.7126536741971035,3.056450320591047
2005-06-21,2.7126536741971035,3.056450320591047
2005-06-22,2.7126536741971035,3.056450320591047
2005-06-23,2.7126536741971035,3.056450320591047
2005-06-24,2.7126536741971035,3.056450320591047
2005-06-27,2.7126536741971035,3.056450320591047
2005-06-28,2.7126536741971035,3.056450320591047
2005-06-29,2.7126536741971035,3.056450320591047
2005-06-30,2.7126536741971035,3.056450320591047
2005-07-01,1.3018094300738683,1.145568740659701
2005-07-04,1.2536335394092004,1.1445240027779058
2005-07-05,1.2525657890146782,1.144523691338048
2005-07-06,1.2525425697619856,1.1445236912452492
2005-07-07,1.2525420650521655,1.1445236912452215
2005-07-08,1.2525420540815435,1.1445236912452215
2005-07-11,1.2525420538430807,1.1445236912452215
2005-07-12,1.2525420538378973,1.1445236912452215
2005-07-13,1.2525420538377847,1.1445236912452215
2005-07-14,1.2525420538377823,1.1445236912452215
2005-07-15,1.2525420538377823,1.1445236912452215
2005-07-18,1.2525420538377823,1.1445236912452215
2005-07-19,1.2525420538377823,1.1445236912452215
2005-07-20,1.2525420538377823,1.1445236912452215
2005-07-21,1.2525420538377823,1.1445236912452215
2005-07-22,1.2525420538377823,1.1445236912452215
2005-07-25,1.2525420538377823,1.1445236912452215
2005-07-26,1.2525420538377823,1.1445236912452215
2005-07-27,1.2525420538377823,1.1445236912452215
2005-07-28,1.2525420538377823,1.1445236912452215
2005-07-29,1.2525420538377823,1.1445236912452215
2005-08-01,1.2525420538377823,1.1445236912452215
2005-08-02,0.18588888918266327,1.302748486912881
2005-08-03,0.034702061006279164,1.302792768938934
2005-08-04,0.02189318203348181,1.3027927821333058
2005-08-05,0.021530308136618322,1.3027927821372374
2005-08-08,0.02152235259296742,1.3027927821372385
2005-08-09,0.021522179634721843,1.3027927821372385
2005-08-10,0.021522175875201333,1.3027927821372385
2005-08-11,0.021522175793482548,1.3027927821372385
2005-08-12,0.02152217579170627,1.3027927821372385
2005-08-15,0.02152217579166766,1.3027927821372385
2005-08-16,0.02152217579166682,1.3027927821372385
2005-08-17,0.021522175791666803,1.3027927821372385
2005-08-18,0.021522175791666803,1.3027927821372385
2005-08-19,0.021522175791666803,1.3027927821372385
2005-08-22,0.021522175791666803,1.3027927821372385
2005-08-23,0.021522175791666803,1.3027927821372385
2005-08-24,0.021522175791666803,1.3027927821372385
2005-08-25,0.021522175791666803,1.3027927821372385
2005-08-26,0.021522175791666803,1.3027927821372385
2005-08-29,0.021522175791666803,1.3027927821372385
2005-08-30,0.021522175791666803,1.3027927821372385
2005-08-31,0.021522175791666803,1.3027927821372385
2005-09-01,0.022138089401696478,1.3010502613717083
2005-09-02,0.02215128703352106,1.3010497418096822
2005-09-05,0.022151573816391244,1.3010497416548696
2005-09-06,0.02215158005000284,1.3010497416548237
2005-09-07,0.022151580185499654,1.3010497416548237
2005-09-08,0.02215158018844488,1.3010497416548237
2005-09-09,0.022151580188508897,1.3010497416548237
2005-09-12,0.022151580188510288,1.3010497416548237
2005-09-13,0.02215158018851032,1.3010497416548237
2005-09-14,0.02215158018851032,1.3010497416548237
2005-09-15,0.02215158018851032,1.3010497416548237
2005-09-16,0.02215158018851032,1.3010497416548237
2005-09-19,0.02215158018851032,1.3010497416548237
2005-09-20,0.02215158018851032,1.3010497416548237
2005-09-21,0.02215158018851032,1.3010497416548237
2005-09-22,0.02215158018851032,1.3010497416548237
2005-09-23,0.02215158018851032,1.3010497416548237
2005-09-26,0.02215158018851032,1.3010497416548237
2005-09-27,0.02215158018851032,1.3010497416548237
2005-09-28,0.02215158018851032,1.3010497416548237
2005-09-29,0.02215158018851032,1.3010497416548237
2005-09-30,0.02215158018851032,1.3010497416548237
2005-10-03,0.0487515163514212,1.5042692237361437
2005-10-04,0.049170171378897454,1.5043256852466391
2005-10-05,0.04917923189373632,1.5043257020700076
2005-10-06,0.04917942881898508,1.5043257020750205
2005-10-07,0.049179433099439916,1.504325702075022
2005-10-10,0.04917943319248197,1.504325702075022
2005-10-11,0.04917943319450437,1.504325702075022
2005-10-12,0.04917943319454834,1.504325702075022
2005-10-13,0.049179433194549295,1.504325702075022
2005-10-14,0.049179433194549316,1.504325702075022
2005-10-17,0.049179433194549316,1.504325702075022
2005-10-18,0.049179433194549316,1.504325702075022
2005-10-19,0.049179433194549316,1.504325702075022
2005-10-20,0.049179433194549316,1.504325702075022
2005-10-21,0.049179433194549316,1.504325702075022
2005-10-24,0.049179433194549316,1.504325702075022
2005-10-25,0.049179433194549316,1.504325702075022
2005-10-26,0.049179433194549316,1.504325702075022
2005-10-27,0.049179433194549316,1.504325702075022
2005-10-28,0.049179433194549316,1.504325702075022
2005-10-31,0.049179433194549316,1.504325702075022
2005-11-01,0.10532101796677668,1.4976617148782807
2005-11-02,0.10621232021282254,1.4976597248089478
2005-11-03,0.10623161095332063,1.497659724215972
2005-11-04,0.10623203022739823,1.4976597242157952
2005-11-07,0.1062320393409264,1.4976597242157952
2005-11-08,0.1062320395390225,1.4976597242157952
2005-11-09,0.10623203954332841,1.4976597242157952
2005-11-10,0.10623203954342202,1.4976597242157952
2005-11-11,0.10623203954342404,1.4976597242157952
2005-11-14,0.10623203954342408,1.4976597242157952
2005-11-15,0.1062320395434241,1.4976597242157952
2005-11-16,0.1062320395434241,1.4976597242157952
2005-11-17,0.1062320395434241,1.4976597242157952
2005-11-18,0.1062320395434241,1.4976597242157952
2005-11-21,0.1062320395434241,1.4976597242157952
2005-11-22,0.1062320395434241,1.4976597242157952
2005-11-23,0.1062320395434241,1.4976597242157952
2005-11-24,0.1062320395434241,1.4976597242157952
2005-11-25,0.1062320395434241,1.4976597242157952
2005-11-28,0.1062320395434241,1.4976597242157952
2005-11-29,0.1062320395434241,1.4976597242157952
2005-11-30,0.1062320395434241,1.4976597242157952
2005-12-01,0.12617142255818367,1.5037692112048808
2005-12-02,0.12656995837623725,1.5037710279331893
2005-12-05,0.12657860721193073,1.5037710284745145
2005-12-06,0.12657879520069407,1.503771028474676
2005-12-07,0.1265787992869067,1.503771028474676
2005-12-08,0.12657879937572664,1.503771028474676
2005-12-09,0.12657879937765726,1.503771028474676
2005-12-12,0.12657879937769922,1.503771028474676
2005-12-13,0.12657879937770014,1.503771028474676
2005-12-14,0.12657879937770017,1.503771028474676
2005-12-15,0.12657879937770017,1.503771028474676
2005-12-16,0.12657879937770017,1.503771028474676
2005-12-19,0.12657879937770017,1.503771028474676
2005-12-20,0.12657879937770017,1.503771028474676
2005-12-21,0.12657879937770017,1.503771028474676
2005-12-22,0.12657879937770017,1.503771028474676
2005-12-23,0.12657879937770017,1.503771028474676
2005-12-26,0.12657879937770017,1.503771028474676
2005-12-27,0.12657879937770017,1.503771028474676
2005-12-28,0.12657879937770017,1.503771028474676
2005-12-29,0.12657879937770017,1.503771028474676
2005-12-30,0.12657879937770017,1.503771028474676
2006-01-02,0.12657879937770017,1.503771028474676
2006-01-03,0.032419902219185136,1.3810522004501338
2006-01-04,0.026937519961082377,1.3810140091061864
2006-01-05,0.026805904043045784,1.3810139977262568
2006-01-06,0.026803035998231316,1.381013997722866
2006-01-09,0.02680297365359764,1.381013997722865
2006-01-10,0.02680297229844256,1.381013997722865
2006-01-11,0.026802972268986244,1.381013997722865
2006-01-12,0.02680297226834597,1.381013997722865
2006-01-13,0.02680297226833205,1.381013997722865
2006-01-16,0.026802972268331747,1.381013997722865
2006-01-17,0.02680297226833174,1.381013997722865
2006-01-18,0.02680297226833174,1.381013997722865
2006-01-19,0.02680297226833174,1.381013997722865
2006-01-20,0.02680297226833174,1.381013997722865
2006-01-23,0.02680297226833174,1.381013997722865
2006-01-24,0.02680297226833174,1.381013997722865
2006-01-25,0.02680297226833174,1.381013997722865
2006-01-26,0.02680297226833174,1.381013997722865
2006-01-27,0.02680297226833174,1.381013997722865
2006-01-30,0.02680297226833174,1.381013997722865
2006-01-31,0.02680297226833174,1.381013997722865
2006-02-01,0.06599539413592698,1.4015889567906181
2006-02-02,0.06659164738199297,1.4015950424443404
2006-02-03,0.06660454856152842,1.4015950442576623
2006-02-06,0.06660482896013167,1.4015950442582026
2006-02-07,0.06660483505499984,1.4015950442582028
2006-02-08,0.06660483518748087,1.4015950442582028
2006-02-09,0.06660483519036053,1.4015950442582028
2006-02-10,0.06660483519042314,1.4015950442582028
2006-02-13,0.0666048351904245,1.4015950442582028
2006-02-14,0.06660483519042452,1.4015950442582028
2006-02-15,0.06660483519042452,1.4015950442582028
2006-02-16,0.06660483519042452,1.4015950442582028
2006-02-17,0.06660483519042452,1.4015950442582028
2006-02-20,0.06660483519042452,1.4015950442582028
2006-02-21,0.06660483519042452,1.4015950442582028
2006-02-22,0.06660483519042452,1.4015950442582028
2006-02-23,0.06660483519042452,1.4015950442582028
2006-02-24,0.06660483519042452,1.4015950442582028
2006-02-27,0.06660483519042452,1.4015950442582028
2006-02-28,0.06660483519042452,1.4015950442582028
2006-03-01,0.06935109547192451,1.4007237240132016
2006-03-02,0.06940958294289513,1.4007234643074777
2006-03-03,0.06941085370792559,1.4007234642300939
2006-03-06,0.06941088132963788,1.4007234642300708
2006-03-07,0.06941088193003682,1.4007234642300708
2006-03-08,0.06941088194308738,1.4007234642300708
2006-03-09,0.06941088194337106,1.4007234642300708
2006-03-10,0.06941088194337722,1.4007234642300708
2006-03-13,0.06941088194337736,1.4007234642300708
2006-03-14,0.06941088194337736,1.4007234642300708
2006-03-15,0.06941088194337736,1.4007234642300708
2006-03-16,0.06941088194337736,1.4007234642300708
2006-03-17,0.06941088194337736,1.4007234642300708
2006-03-20,0.06941088194337736,1.4007234642300708
2006-03-21,0.06941088194337736,1.4007234642300708
2006-03-22,0.06941088194337736,1.4007234642300708
2006-03-23,0.06941088194337736,1.4007234642300708
2006-03-24,0.06941088194337736,1.4007234642300708
2006-03-27,0.06941088194337736,1.4007234642300708
2006-03-28,0.06941088194337736,1.4007234642300708
2006-03-29,0.06941088194337736,1.4007234642300708
2006-03-30,0.06941088194337736,1.4007234642300708
2006-03-31,0.06941088194337736,1.4007234642300708
2006-04-03,0.33560107483062046,0.4901079618405941
2006-04-04,0.33907447107713845,0.4895842808580681
2006-04-05,0.33914957550122393,0.4895841247347758
2006-04-06,0.3391512078230568,0.4895841246882562
2006-04-07,0.3391512433039158,0.4895841246882423
2006-04-10,0.3391512440751451,0.4895841246882423
2006-04-11,0.3391512440919089,0.4895841246882423
2006-04-12,0.33915124409227326,0.4895841246882423
2006-04-13,0.3391512440922812,0.4895841246882423
2006-04-14,0.33915124409228137,0.4895841246882423
2006-04-17,0.33915124409228137,0.4895841246882423
2006-04-18,0.33915124409228137,0.4895841246882423
2006-04-19,0.33915124409228137,0.4895841246882423
2006-04-20,0.33915124409228137,0.4895841246882423
2006-04-21,0.33915124409228137,0.4895841246882423
2006-04-24,0.33915124409228137,0.4895841246882423
2006-04-25,0.33915124409228137,0.4895841246882423
2006-04-26,0.33915124409228137,0.4895841246882423
2006-04-27,0.33915124409228137,0.4895841246882423
2006-04-28,0.33915124409228137,0.4895841246882423
2006-05-01,0.33915124409228137,0.4895841246882423
2006-05-02,0.6241885140301345,0.5405306002405703
2006-05-03,0.6289514086458073,0.5405450650351203
2006-05-04,0.6290545368009945,0.5405450693450986
2006-05-05,0.6290567782573062,0.5405450693463828
2006-05-08,0.629056826978609,0.5405450693463831
2006-05-09,0.629056828037639,0.5405450693463831
2006-05-10,0.6290568280606585,0.5405450693463831
2006-05-11,0.6290568280611589,0.5405450693463831
2006-05-12,0.6290568280611698,0.5405450693463831
2006-05-15,0.62905682806117,0.5405450693463831
2006-05-16,0.62905682806117,0.5405450693463831
2006-05-17,0.62905682806117,0.5405450693463831
2006-05-18,0.62905682806117,0.5405450693463831
2006-05-19,0.62905682806117,0.5405450693463831
2006-05-22,0.62905682806117,0.5405450693463831
2006-05-23,0.62905682806117,0.5405450693463831
2006-05-24,0.62905682806117,0.5405450693463831
2006-05-25,0.62905682806117,0.5405450693463831
2006-05-26,0.62905682806117,0.5405450693463831
2006-05-29,0.62905682806117,0.5405450693463831
2006-05-30,0.62905682806117,0.5405450693463831
2006-05-31,0.62905682806117,0.5405450693463831
2006-06-01,0.605931159897334,0.547505517768794
2006-06-02,0.6054186799921696,0.5475075785676979
2006-06-05,0.6054075356608264,0.5475075791817475
2006-06-06,0.605407293419908,0.5475075791819305
2006-06-07,0.6054072881544398,0.5475075791819306
2006-06-08,0.605407288039987,0.5475075791819306
2006-06-09,0.6054072880374992,0.5475075791819306
2006-06-12,0.6054072880374451,0.5475075791819306
2006-06-13,0.6054072880374439,0.5475075791819306
2006-06-14,0.6054072880374438,0.5475075791819306
2006-06-15,0.6054072880374438,0.5475075791819306
2006-06-16,0.6054072880374438,0.5475075791819306
2006-06-19,0.6054072880374438,0.5475075791819306
2006-06-20,0.6054072880374438,0.5475075791819306
2006-06-21,0.6054072880374438,0.5475075791819306
2006-06-22,0.6054072880374438,0.5475075791819306
2006-06-23,0.6054072880374438,0.5475075791819306
2006-06-26,0.6054072880374438,0.5475075791819306
2006-06-27,0.6054072880374438,0.5475075791819306
2006-06-28,0.6054072880374438,0.5475075791819306
2006-06-29,0.6054072880374438,0.5475075791819306
2006-06-30,0.6054072880374438,0.5475075791819306
2006-07-03,0.5854350912394726,0.6028596802012223
2006-07-04,0.5849933940459515,0.6028754159473881
2006-07-05,0.5849837893961498,0.6028754206360649
2006-07-06,0.5849835806230299,0.602875420637462
2006-07-07,0.5849835760850344,0.6028754206374625
2006-07-10,0.5849835759863943,0.6028754206374625
2006-07-11,0.5849835759842502,0.6028754206374625
2006-07-12,0.5849835759842036,0.6028754206374625
2006-07-13,0.5849835759842026,0.6028754206374625
2006-07-14,0.5849835759842026,0.6028754206374625
2006-07-17,0.5849835759842026,0.6028754206374625
2006-07-18,0.5849835759842026,0.6028754206374625
2006-07-19,0.5849835759842026,0.6028754206374625
2006-07-20,0.5849835759842026,0.6028754206374625
2006-07-21,0.5849835759842026,0.6028754206374625
2006-07-24,0.5849835759842026,0.6028754206374625
2006-07-25,0.5849835759842026,0.6028754206374625
2006-07-26,0.5849835759842026,0.6028754206374625
2006-07-27,0.5849835759842026,0.6028754206374625
2006-07-28,0.5849835759842026,0.6028754206374625
2006-07-31,0.5849835759842026,0.6028754206374625
2006-08-01,0.560729990193528,0.6084235600926252
2006-08-02,0.5601911420894201,0.6084252057170905
2006-08-03,0.5601794236675289,0.6084252062074321
2006-08-04,0.5601791689474533,0.6084252062075782
2006-08-07,0.5601791634107318,0.6084252062075783
2006-08-08,0.5601791632903829,0.6084252062075783
2006-08-09,0.560179163287767,0.6084252062075783
2006-08-10,0.56017916328771,0.6084252062075783
2006-08-11,0.5601791632877088,0.6084252062075783
2006-08-14,0.5601791632877088,0.6084252062075783
2006-08-15,0.5601791632877088,0.6084252062075783
2006-08-16,0.5601791632877088,0.6084252062075783
2006-08-17,0.5601791632877088,0.6084252062075783
2006-08-18,0.5601791632877088,0.6084252062075783
2006-08-21,0.5601791632877088,0.6084252062075783
2006-08-22,0.5601791632877088,0.6084252062075783
2006-08-23,0.5601791632877088,0.6084252062075783
2006-08-24,0.5601791632877088,0.6084252062075783
2006-08-25,0.5601791632877088,0.6084252062075783
2006-08-28,0.5601791632877088,0.6084252062075783
2006-08-29,0.5601791632877088,0.6084252062075783
2006-08-30,0.5601791632877088,0.6084252062075783
2006-08-31,0.5601791632877088,0.6084252062075783
2006-09-01,0.5457257885502451,0.612777703244323
2006-09-04,0.5454073697394249,0.6127789955389156
2006-09-05,0.5454004463679762,0.6127789959239768
2006-09-06,0.5454002958772101,0.6127789959240915
2006-09-07,0.5454002926060687,0.6127789959240916
2006-09-08,0.5454002925349656,0.6127789959240916
2006-09-11,0.54540029253342,0.6127789959240916
2006-09-12,0.5454002925333864,0.6127789959240916
2006-09-13,0.5454002925333857,0.6127789959240916
2006-09-14,0.5454002925333856,0.6127789959240916
2006-09-15,0.5454002925333856,0.6127789959240916
2006-09-18,0.5454002925333856,0.6127789959240916
2006-09-19,0.5454002925333856,0.6127789959240916
2006-09-20,0.5454002925333856,0.6127789959240916
2006-09-21,0.5454002925333856,0.6127789959240916
2006-09-22,0.5454002925333856,0.6127789959240916
2006-09-25,0.5454002925333856,0.6127789959240916
2006-09-26,0.5454002925333856,0.6127789959240916
2006-09-27,0.5454002925333856,0.6127789959240916
2006-09-28,0.5454002925333856,0.6127789959240916
2006-09-29,0.5454002925333856,0.6127789959240916
2006-10-02,0.5454002925333856,0.6127789959240916
2006-10-03,0.5818148229070351,0.45160799572149835
2006-10-04,0.5825810724977093,0.45155139907795183
2006-10-05,0.5825977168828026,0.45155138221294505
2006-10-06,0.5825980786680227,0.4515513822079198
2006-10-09,0.5825980865319608,0.4515513822079183
2006-10-10,0.5825980867028953,0.4515513822079183
2006-10-11,0.5825980867066107,0.4515513822079183
2006-10-12,0.5825980867066914,0.4515513822079183
2006-10-13,0.5825980867066932,0.4515513822079183
2006-10-16,0.5825980867066933,0.4515513822079183
2006-10-17,0.5825980867066933,0.4515513822079183
2006-10-18,0.5825980867066933,0.4515513822079183
2006-10-19,0.5825980867066933,0.4515513822079183
2006-10-20,0.5825980867066933,0.4515513822079183
2006-10-23,0.5825980867066933,0.4515513822079183
2006-10-24,0.5825980867066933,0.4515513822079183
2006-10-25,0.5825980867066933,0.4515513822079183
2006-10-26,0.5825980867066933,0.4515513822079183
2006-10-27,0.5825980867066933,0.4515513822079183
2006-10-30,0.5825980867066933,0.4515513822079183
2006-10-31,0.5825980867066933,0.4515513822079183
2006-11-01,0.6452756906598086,0.4562272540752272
2006-11-02,0.6465706158127248,0.45622864019034215
2006-11-03,0.6465987341422469,0.4562286406033585
2006-11-06,0.6465993453224409,0.4562286406034816
2006-11-07,0.6465993586073463,0.4562286406034816
2006-11-08,0.6465993588961135,0.4562286406034816
2006-11-09,0.6465993589023903,0.4562286406034816
2006-11-10,0.6465993589025267,0.4562286406034816
2006-11-13,0.6465993589025297,0.4562286406034816
2006-11-14,0.6465993589025297,0.4562286406034816
2006-11-15,0.6465993589025297,0.4562286406034816
2006-11-16,0.6465993589025297,0.4562286406034816
2006-11-17,0.6465993589025297,0.4562286406034816
2006-11-20,0.6465993589025297,0.4562286406034816
2006-11-21,0.6465993589025297,0.4562286406034816
2006-11-22,0.6465993589025297,0.4562286406034816
2006-11-23,0.6465993589025297,0.4562286406034816
2006-11-24,0.6465993589025297,0.4562286406034816
2006-11-27,0.6465993589025297,0.4562286406034816
2006-11-28,0.6465993589025297,0.4562286406034816
2006-11-29,0.6465993589025297,0.4562286406034816
2006-11-30,0.6465993589025297,0.4562286406034816
2006-12-01,0.6437068070458541,0.45709677770432655
2006-12-04,0.6436437887736156,0.4570970361350859
2006-12-05,0.6436424189090925,0.4570970362120898
2006-12-06,0.6436423891330143,0.45709703621211273
2006-12-07,0.6436423884857869,0.4570970362121128
2006-12-08,0.6436423884717185,0.4570970362121128
2006-12-11,0.6436423884714126,0.4570970362121128
2006-12-12,0.643642388471406,0.4570970362121128
2006-12-13,0.6436423884714059,0.4570970362121128
2006-12-14,0.6436423884714059,0.4570970362121128
2006-12-15,0.6436423884714059,0.4570970362121128
2006-12-18,0.6436423884714059,0.4570970362121128
2006-12-19,0.6436423884714059,0.4570970362121128
2006-12-20,0.6436423884714059,0.4570970362121128
2006-12-21,0.6436423884714059,0.4570970362121128
2006-12-22,0.6436423884714059,0.4570970362121128
2006-12-25,0.6436423884714059,0.4570970362121128
2006-12-26,0.6436423884714059,0.4570970362121128
2006-12-27,0.6436423884714059,0.4570970362121128
2006-12-28,0.6436423884714059,0.4570970362121128
2006-12-29,0.6436423884714059,0.4570970362121128
2007-01-01,0.6436423884714059,0.4570970362121128
2007-01-02,0.6337781171824446,0.6471445660980221
2007-01-03,0.6335619971053527,0.6471928772552308
2007-01-04,0.6335572985949247,0.647192891649839
2007-01-05,0.6335571964654155,0.6471928916541281
2007-01-08,0.6335571942454783,0.6471928916541293
2007-01-09,0.6335571941972247,0.6471928916541293
2007-01-10,0.6335571941961758,0.6471928916541293
2007-01-11,0.633557194196153,0.6471928916541293
2007-01-12,0.6335571941961525,0.6471928916541293
2007-01-15,0.6335571941961525,0.6471928916541293
2007-01-16,0.6335571941961525,0.6471928916541293
2007-01-17,0.6335571941961525,0.6471928916541293
2007-01-18,0.6335571941961525,0.6471928916541293
2007-01-19,0.6335571941961525,0.6471928916541293
2007-01-22,0.6335571941961525,0.6471928916541293
2007-01-23,0.6335571941961525,0.6471928916541293
2007-01-24,0.6335571941961525,0.6471928916541293
2007-01-25,0.6335571941961525,0.6471928916541293
2007-01-26,0.6335571941961525,0.6471928916541293
2007-01-29,0.6335571941961525,0.6471928916541293
2007-01-30,0.6335571941961525,0.6471928916541293
2007-01-31,0.6335571941961525,0.6471928916541293
2007-02-01,0.5514640796998668,0.6461628228870796
2007-02-02,0.549543501591605,0.6461625157155456
2007-02-05,0.5495016804252142,0.6461625156240185
2007-02-06,0.5495007713445288,0.6461625156239912
2007-02-07,0.5495007515842893,0.6461625156239912
2007-02-08,0.5495007511547711,0.6461625156239912
2007-02-09,0.549500751145435,0.6461625156239912
2007-02-12,0.549500751145232,0.6461625156239912
2007-02-13,0.5495007511452276,0.6461625156239912
2007-02-14,0.5495007511452275,0.6461625156239912
2007-02-15,0.5495007511452275,0.6461625156239912
2007-02-16,0.5495007511452275,0.6461625156239912
2007-02-19,0.5495007511452275,0.6461625156239912
2007-02-20,0.5495007511452275,0.6461625156239912
2007-02-21,0.5495007511452275,0.6461625156239912
2007-02-22,0.5495007511452275,0.6461625156239912
2007-02-23,0.5495007511452275,0.6461625156239912
2007-02-26,0.5495007511452275,0.6461625156239912
2007-02-27,0.5495007511452275,0.6461625156239912
2007-02-28,0.5495007511452275,0.6461625156239912
2007-03-01,0.5206058298921432,0.6548698889583416
2007-03-02,0.5199599252213535,0.654872466217121
2007-03-05,0.5199458766113229,0.6548724669850584
2007-03-06,0.5199455712396445,0.6548724669852872
2007-03-07,0.5199455646019342,0.6548724669852872
2007-03-08,0.5199455644576536,0.6548724669852872
2007-03-09,0.5199455644545176,0.6548724669852872
2007-03-12,0.5199455644544494,0.6548724669852872
2007-03-13,0.5199455644544478,0.6548724669852872
2007-03-14,0.5199455644544478,0.6548724669852872
2007-03-15,0.5199455644544478,0.6548724669852872
2007-03-16,0.5199455644544478,0.6548724669852872
2007-03-19,0.5199455644544478,0.6548724669852872
2007-03-20,0.5199455644544478,0.6548724669852872
2007-03-21,0.5199455644544478,0.6548724669852872
2007-03-22,0.5199455644544478,0.6548724669852872
2007-03-23,0.5199455644544478,0.6548724669852872
2007-03-26,0.5199455644544478,0.6548724669852872
2007-03-27,0.5199455644544478,0.6548724669852872
2007-03-28,0.5199455644544478,0.6548724669852872
2007-03-29,0.5199455644544478,0.6548724669852872
2007-03-30,0.5199455644544478,0.6548724669852872
2007-04-02,0.5199455644544478,0.6548724669852872
2007-04-03,0.6762483875288834,0.6391921154121157
2007-04-04,0.6792465828226862,0.6391873858539647
2007-04-05,0.6793116061199211,0.6391873844447058
2007-04-06,0.6793130194290197,0.6391873844442859
2007-04-09,0.6793130501493653,0.6391873844442858
2007-04-10,0.6793130508171177,0.6391873844442858
2007-04-11,0.6793130508316323,0.6391873844442858
2007-04-12,0.6793130508319478,0.6391873844442858
2007-04-13,0.6793130508319547,0.6391873844442858
2007-04-16,0.6793130508319548,0.6391873844442858
2007-04-17,0.6793130508319548,0.6391873844442858
2007-04-18,0.6793130508319548,0.6391873844442858
2007-04-19,0.6793130508319548,0.6391873844442858
2007-04-20,0.6793130508319548,0.6391873844442858
2007-04-23,0.6793130508319548,0.6391873844442858
2007-04-24,0.6793130508319548,0.6391873844442858
2007-04-25,0.6793130508319548,0.6391873844442858
2007-04-26,0.6793130508319548,0.6391873844442858
2007-04-27,0.6793130508319548,0.6391873844442858
2007-04-30,0.6793130508319548,0.6391873844442858
2007-05-01,0.792624440949983,0.6570141302070048
2007-05-02,0.7949080918017284,0.6570193699113097
2007-05-03,0.794957657506971,0.6570193714725641
2007-05-04,0.7949587348570812,0.6570193714730292
2007-05-07,0.7949587582748742,0.6570193714730294
2007-05-08,0.7949587587838949,0.6570193714730294
2007-05-09,0.7949587587949591,0.6570193714730294
2007-05-10,0.7949587587951997,0.6570193714730294
2007-05-11,0.794958758795205,0.6570193714730294
2007-05-14,0.794958758795205,0.6570193714730294
2007-05-15,0.794958758795205,0.6570193714730294
2007-05-16,0.794958758795205,0.6570193714730294
2007-05-17,0.794958758795205,0.6570193714730294
2007-05-18,0.794958758795205,0.6570193714730294
2007-05-21,0.794958758795205,0.6570193714730294
2007-05-22,0.794958758795205,0.6570193714730294
2007-05-23,0.794958758795205,0.6570193714730294
2007-05-24,0.794958758795205,0.6570193714730294
2007-05-25,0.794958758795205,0.6570193714730294
2007-05-28,0.794958758795205,0.6570193714730294
2007-05-29,0.794958758795205,0.6570193714730294
2007-05-30,0.794958758795205,0.6570193714730294
2007-05-31,0.794958758795205,0.6570193714730294
2007-06-01,0.7804985430580552,0.6613732838226105
2007-06-04,0.780181252604235,0.6613745768746683
2007-06-05,0.7801743543907259,0.6613745772599551
2007-06-06,0.7801742044471036,0.6613745772600699
2007-06-07,0.7801742011878553,0.66137457726007
2007-06-08,0.7801742011170107,0.66137457726007
2007-06-11,0.7801742011154708,0.66137457726007
2007-06-12,0.7801742011154373,0.66137457726007
2007-06-13,0.7801742011154366,0.66137457726007
2007-06-14,0.7801742011154366,0.66137457726007
2007-06-15,0.7801742011154366,0.66137457726007
2007-06-18,0.7801742011154366,0.66137457726007
2007-06-19,0.7801742011154366,0.66137457726007
2007-06-20,0.7801742011154366,0.66137457726007
2007-06-21,0.7801742011154366,0.66137457726007
2007-06-22,0.7801742011154366,0.66137457726007
2007-06-25,0.7801742011154366,0.66137457726007
2007-06-26,0.7801742011154366,0.66137457726007
2007-06-27,0.7801742011154366,0.66137457726007
2007-06-28,0.7801742011154366,0.66137457726007
2007-06-29,0.7801742011154366,0.66137457726007
2007-07-02,0.7801742011154366,0.66137457726007
2007-07-03,0.6547461072157575,0.8186374658961714
2007-07-04,0.6517517520856558,0.8186798230988497
2007-07-05,0.6516865125371712,0.8186798357195849
2007-07-06,0.6516850943858915,0.8186798357233455
2007-07-09,0.6516850635602269,0.8186798357233466
2007-07-10,0.6516850628901852,0.8186798357233466
2007-07-11,0.6516850628756208,0.8186798357233466
2007-07-12,0.6516850628753043,0.8186798357233466
2007-07-13,0.6516850628752974,0.8186798357233466
2007-07-16,0.6516850628752973,0.8186798357233466
2007-07-17,0.6516850628752973,0.8186798357233466
2007-07-18,0.6516850628752973,0.8186798357233466
2007-07-19,0.6516850628752973,0.8186798357233466
2007-07-20,0.6516850628752973,0.8186798357233466
2007-07-23,0.6516850628752973,0.8186798357233466
2007-07-24,0.6516850628752973,0.8186798357233466
2007-07-25,0.6516850628752973,0.8186798357233466
2007-07-26,0.6516850628752973,0.8186798357233466
