date,ESP_real_estate_f1,ESP_real_estate_f2
2006-03-28,2.0218346557398483,0.11031590100231856
2006-03-29,2.0218346557398483,0.11031590100231856
2006-03-30,2.0218346557398483,0.11031590100231856
2006-03-31,2.0218346557398483,0.11031590100231856
2006-04-03,1.2803162397365473,0.7347026159529316
2006-04-04,1.2803162397365473,0.7347507637292497
2006-04-05,1.2803162397365473,0.734750770185408
2006-04-06,1.2803162397365473,0.7347507701862738
2006-04-07,1.2803162397365473,0.7347507701862739
2006-04-10,1.2803162397365473,0.7347507701862739
2006-04-11,1.2803162397365473,0.7347507701862739
2006-04-12,1.2803162397365473,0.7347507701862739
2006-04-13,1.2803162397365473,0.7347507701862739
2006-04-14,1.2803162397365473,0.7347507701862739
2006-04-17,1.2803162397365473,0.7347507701862739
2006-04-18,1.2803162397365473,0.7347507701862739
2006-04-19,1.2803162397365473,0.7347507701862739
2006-04-20,1.2803162397365473,0.7347507701862739
2006-04-21,1.2803162397365473,0.7347507701862739
2006-04-24,1.2803162397365473,0.7347507701862739
2006-04-25,1.2803162397365473,0.7347507701862739
2006-04-26,1.2803162397365473,0.7347507701862739
2006-04-27,1.2803162397365473,0.7347507701862739
2006-04-28,1.2803162397365473,0.7347507701862739
2006-05-01,1.2803162397365473,0.7347507701862739
2006-05-02,0.2804758671848639,0.9227890548346143
2006-05-03,0.2804758671848639,0.9228117004777852
2006-05-04,0.2804758671848639,0.9228117035144124
2006-05-05,0.2804758671848639,0.9228117035148197
2006-05-08,0.2804758671848639,0.9228117035148197
2006-05-09,0.2804758671848639,0.9228117035148197
2006-05-10,0.2804758671848639,0.9228117035148197
2006-05-11,0.2804758671848639,0.9228117035148197
2006-05-12,0.2804758671848639,0.9228117035148197
2006-05-15,0.2804758671848639,0.9228117035148197
2006-05-16,0.2804758671848639,0.9228117035148197
2006-05-17,0.2804758671848639,0.9228117035148197
2006-05-18,0.2804758671848639,0.9228117035148197
2006-05-19,0.2804758671848639,0.9228117035148197
2006-05-22,0.2804758671848639,0.9228117035148197
2006-05-23,0.2804758671848639,0.9228117035148197
2006-05-24,0.2804758671848639,0.9228117035148197
2006-05-25,0.2804758671848639,0.9228117035148197
2006-05-26,0.2804758671848639,0.9228117035148197
2006-05-29,0.2804758671848639,0.9228117035148197
2006-05-30,0.2804758671848639,0.9228117035148197
2006-05-31,0.2804758671848639,0.9228117035148197
2006-06-01,0.33538637304305885,0.9513299386259353
2006-06-02,0.33538637304305885,0.9513337054488381
2006-06-05,0.33538637304305885,0.9513337059539487
2006-06-06,0.33538637304305885,0.9513337059540165
2006-06-07,0.33538637304305885,0.9513337059540165
2006-06-08,0.33538637304305885,0.9513337059540165
2006-06-09,0.33538637304305885,0.9513337059540165
2006-06-12,0.33538637304305885,0.9513337059540165
2006-06-13,0.33538637304305885,0.9513337059540165
2006-06-14,0.33538637304305885,0.9513337059540165
2006-06-15,0.33538637304305885,0.9513337059540165
2006-06-16,0.33538637304305885,0.9513337059540165
2006-06-19,0.33538637304305885,0.9513337059540165
2006-06-20,0.33538637304305885,0.9513337059540165
2006-06-21,0.33538637304305885,0.9513337059540165
2006-06-22,0.33538637304305885,0.9513337059540165
2006-06-23,0.33538637304305885,0.9513337059540165
2006-06-26,0.33538637304305885,0.9513337059540165
2006-06-27,0.33538637304305885,0.9513337059540165
2006-06-28,0.33538637304305885,0.9513337059540165
2006-06-29,0.33538637304305885,0.9513337059540165
2006-06-30,0.33538637304305885,0.9513337059540165
2006-07-03,0.4116897273049397,0.9277800457830261
2006-07-04,0.4116897273049397,0.9277768472608406
2006-07-05,0.4116897273049397,0.9277768468319344
2006-07-06,0.4116897273049397,0.927776846831877
2006-07-07,0.4116897273049397,0.927776846831877
2006-07-10,0.4116897273049397,0.927776846831877
2006-07-11,0.4116897273049397,0.927776846831877
2006-07-12,0.4116897273049397,0.927776846831877
2006-07-13,0.4116897273049397,0.927776846831877
2006-07-14,0.4116897273049397,0.927776846831877
2006-07-17,0.4116897273049397,0.927776846831877
2006-07-18,0.4116897273049397,0.927776846831877
2006-07-19,0.4116897273049397,0.927776846831877
2006-07-20,0.4116897273049397,0.927776846831877
2006-07-21,0.4116897273049397,0.927776846831877
2006-07-24,0.4116897273049397,0.927776846831877
2006-07-25,0.4116897273049397,0.927776846831877
2006-07-26,0.4116897273049397,0.927776846831877
2006-07-27,0.4116897273049397,0.927776846831877
2006-07-28,0.4116897273049397,0.927776846831877
2006-07-31,0.4116897273049397,0.927776846831877
2006-08-01,0.5067027612062794,0.9396685439517707
2006-08-02,0.5067027612062794,0.939670128475932
2006-08-03,0.5067027612062794,0.9396701286884084
2006-08-04,0.5067027612062794,0.9396701286884369
2006-08-07,0.5067027612062794,0.9396701286884369
2006-08-08,0.5067027612062794,0.9396701286884369
2006-08-09,0.5067027612062794,0.9396701286884369
2006-08-10,0.5067027612062794,0.9396701286884369
2006-08-11,0.5067027612062794,0.9396701286884369
2006-08-14,0.5067027612062794,0.9396701286884369
2006-08-15,0.5067027612062794,0.9396701286884369
2006-08-16,0.5067027612062794,0.9396701286884369
2006-08-17,0.5067027612062794,0.9396701286884369
2006-08-18,0.5067027612062794,0.9396701286884369
2006-08-21,0.5067027612062794,0.9396701286884369
2006-08-22,0.5067027612062794,0.9396701286884369
2006-08-23,0.5067027612062794,0.9396701286884369
2006-08-24,0.5067027612062794,0.9396701286884369
2006-08-25,0.5067027612062794,0.9396701286884369
2006-08-28,0.5067027612062794,0.9396701286884369
2006-08-29,0.5067027612062794,0.9396701286884369
2006-08-30,0.5067027612062794,0.9396701286884369
2006-08-31,0.5067027612062794,0.9396701286884369
2006-09-01,0.551158785224851,0.9624856876113432
2006-09-04,0.551158785224851,0.9624887107941604
2006-09-05,0.551158785224851,0.962488711199553
2006-09-06,0.551158785224851,0.9624887111996074
2006-09-07,0.551158785224851,0.9624887111996074
2006-09-08,0.551158785224851,0.9624887111996074
2006-09-11,0.551158785224851,0.9624887111996074
2006-09-12,0.551158785224851,0.9624887111996074
2006-09-13,0.551158785224851,0.9624887111996074
2006-09-14,0.551158785224851,0.9624887111996074
2006-09-15,0.551158785224851,0.9624887111996074
2006-09-18,0.551158785224851,0.9624887111996074
2006-09-19,0.551158785224851,0.9624887111996074
2006-09-20,0.551158785224851,0.9624887111996074
2006-09-21,0.551158785224851,0.9624887111996074
2006-09-22,0.551158785224851,0.9624887111996074
2006-09-25,0.551158785224851,0.9624887111996074
2006-09-26,0.551158785224851,0.9624887111996074
2006-09-27,0.551158785224851,0.9624887111996074
2006-09-28,0.551158785224851,0.9624887111996074
2006-09-29,0.551158785224851,0.9624887111996074
2006-10-02,0.551158785224851,0.9624887111996074
2006-10-03,0.6176697705913425,0.961748204175464
2006-10-04,0.6176697705913425,0.9617481048390373
2006-10-05,0.6176697705913425,0.9617481048257168
2006-10-06,0.6176697705913425,0.961748104825715
2006-10-09,0.6176697705913425,0.961748104825715
2006-10-10,0.6176697705913425,0.961748104825715
2006-10-11,0.6176697705913425,0.961748104825715
2006-10-12,0.6176697705913425,0.961748104825715
2006-10-13,0.6176697705913425,0.961748104825715
2006-10-16,0.6176697705913425,0.961748104825715
2006-10-17,0.6176697705913425,0.961748104825715
2006-10-18,0.6176697705913425,0.961748104825715
2006-10-19,0.6176697705913425,0.961748104825715
2006-10-20,0.6176697705913425,0.961748104825715
2006-10-23,0.6176697705913425,0.961748104825715
2006-10-24,0.6176697705913425,0.961748104825715
2006-10-25,0.6176697705913425,0.961748104825715
2006-10-26,0.6176697705913425,0.961748104825715
2006-10-27,0.6176697705913425,0.961748104825715
2006-10-30,0.6176697705913425,0.961748104825715
2006-10-31,0.6176697705913425,0.961748104825715
2006-11-01,0.6887007948801104,0.9776706565596986
2006-11-02,0.6887007948801104,0.9776727743033137
2006-11-03,0.6887007948801104,0.977672774587292
2006-11-06,0.6887007948801104,0.9776727745873299
2006-11-07,0.6887007948801104,0.9776727745873299
2006-11-08,0.6887007948801104,0.9776727745873299
2006-11-09,0.6887007948801104,0.9776727745873299
2006-11-10,0.6887007948801104,0.9776727745873299
2006-11-13,0.6887007948801104,0.9776727745873299
2006-11-14,0.6887007948801104,0.9776727745873299
2006-11-15,0.6887007948801104,0.9776727745873299
2006-11-16,0.6887007948801104,0.9776727745873299
2006-11-17,0.6887007948801104,0.9776727745873299
2006-11-20,0.6887007948801104,0.9776727745873299
2006-11-21,0.6887007948801104,0.9776727745873299
2006-11-22,0.6887007948801104,0.9776727745873299
2006-11-23,0.6887007948801104,0.9776727745873299
2006-11-24,0.6887007948801104,0.9776727745873299
2006-11-27,0.6887007948801104,0.9776727745873299
2006-11-28,0.6887007948801104,0.9776727745873299
2006-11-29,0.6887007948801104,0.9776727745873299
2006-11-30,0.6887007948801104,0.9776727745873299
2006-12-01,0.7184156979637404,0.9928830463988277
2006-12-04,0.7184156979637404,0.9928850703934302
2006-12-05,0.7184156979637404,0.9928850706648372
2006-12-06,0.7184156979637404,0.9928850706648736
2006-12-07,0.7184156979637404,0.9928850706648736
2006-12-08,0.7184156979637404,0.9928850706648736
2006-12-11,0.7184156979637404,0.9928850706648736
2006-12-12,0.7184156979637404,0.9928850706648736
2006-12-13,0.7184156979637404,0.9928850706648736
2006-12-14,0.7184156979637404,0.9928850706648736
2006-12-15,0.7184156979637404,0.9928850706648736
2006-12-18,0.7184156979637404,0.9928850706648736
2006-12-19,0.7184156979637404,0.9928850706648736
2006-12-20,0.7184156979637404,0.9928850706648736
2006-12-21,0.7184156979637404,0.9928850706648736
2006-12-22,0.7184156979637404,0.9928850706648736
2006-12-25,0.7184156979637404,0.9928850706648736
2006-12-26,0.7184156979637404,0.9928850706648736
2006-12-27,0.7184156979637404,0.9928850706648736
2006-12-28,0.7184156979637404,0.9928850706648736
2006-12-29,0.7184156979637404,0.9928850706648736
2007-01-01,0.7184156979637404,0.9928850706648736
2007-01-02,0.49395167795936196,1.2448609304322864
2007-01-03,0.49395167795936196,1.2448912991015628
2007-01-04,0.49395167795936196,1.2448913031737958
2007-01-05,0.49395167795936196,1.244891303174342
2007-01-08,0.49395167795936196,1.244891303174342
2007-01-09,0.49395167795936196,1.244891303174342
2007-01-10,0.49395167795936196,1.244891303174342
2007-01-11,0.49395167795936196,1.244891303174342
2007-01-12,0.49395167795936196,1.244891303174342
2007-01-15,0.49395167795936196,1.244891303174342
2007-01-16,0.49395167795936196,1.244891303174342
2007-01-17,0.49395167795936196,1.244891303174342
2007-01-18,0.49395167795936196,1.244891303174342
2007-01-19,0.49395167795936196,1.244891303174342
2007-01-22,0.49395167795936196,1.244891303174342
2007-01-23,0.49395167795936196,1.244891303174342
2007-01-24,0.49395167795936196,1.244891303174342
2007-01-25,0.49395167795936196,1.244891303174342
2007-01-26,0.49395167795936196,1.244891303174342
2007-01-29,0.49395167795936196,1.244891303174342
2007-01-30,0.49395167795936196,1.244891303174342
2007-01-31,0.49395167795936196,1.244891303174342
2007-02-01,0.23432762306759505,1.3260268724121425
2007-02-02,0.23432762306759505,1.326037419380923
2007-02-05,0.23432762306759505,1.3260374207952117
2007-02-06,0.23432762306759505,1.3260374207954013
2007-02-07,0.23432762306759505,1.3260374207954015
2007-02-08,0.23432762306759505,1.3260374207954015
2007-02-09,0.23432762306759505,1.3260374207954015
2007-02-12,0.23432762306759505,1.3260374207954015
2007-02-13,0.23432762306759505,1.3260374207954015
2007-02-14,0.23432762306759505,1.3260374207954015
2007-02-15,0.23432762306759505,1.3260374207954015
2007-02-16,0.23432762306759505,1.3260374207954015
2007-02-19,0.23432762306759505,1.3260374207954015
2007-02-20,0.23432762306759505,1.3260374207954015
2007-02-21,0.23432762306759505,1.3260374207954015
2007-02-22,0.23432762306759505,1.3260374207954015
2007-02-23,0.23432762306759505,1.3260374207954015
2007-02-26,0.23432762306759505,1.3260374207954015
2007-02-27,0.23432762306759505,1.3260374207954015
2007-02-28,0.23432762306759505,1.3260374207954015
2007-03-01,0.2633324814701943,1.3412512446443852
2007-03-02,0.2633324814701943,1.3412532731681848
2007-03-05,0.2633324814701943,1.3412532734401992
2007-03-06,0.2633324814701943,1.3412532734402356
2007-03-07,0.2633324814701943,1.3412532734402356
2007-03-08,0.2633324814701943,1.3412532734402356
2007-03-09,0.2633324814701943,1.3412532734402356
2007-03-12,0.2633324814701943,1.3412532734402356
2007-03-13,0.2633324814701943,1.3412532734402356
2007-03-14,0.2633324814701943,1.3412532734402356
2007-03-15,0.2633324814701943,1.3412532734402356
2007-03-16,0.2633324814701943,1.3412532734402356
2007-03-19,0.2633324814701943,1.3412532734402356
2007-03-20,0.2633324814701943,1.3412532734402356
2007-03-21,0.2633324814701943,1.3412532734402356
2007-03-22,0.2633324814701943,1.3412532734402356
2007-03-23,0.2633324814701943,1.3412532734402356
2007-03-26,0.2633324814701943,1.3412532734402356
2007-03-27,0.2633324814701943,1.3412532734402356
2007-03-28,0.2633324814701943,1.3412532734402356
2007-03-29,0.2633324814701943,1.3412532734402356
2007-03-30,0.2633324814701943,1.3412532734402356
2007-04-02,0.2633324814701943,1.3412532734402356
2007-04-03,0.2754878645470523,1.5613051711199293
2007-04-04,0.2754878645470523,1.5613325992783644
2007-04-05,0.2754878645470523,1.5613326029563073
2007-04-06,0.2754878645470523,1.5613326029568004
2007-04-09,0.2754878645470523,1.5613326029568007
2007-04-10,0.2754878645470523,1.5613326029568007
2007-04-11,0.2754878645470523,1.5613326029568007
2007-04-12,0.2754878645470523,1.5613326029568007
2007-04-13,0.2754878645470523,1.5613326029568007
2007-04-16,0.2754878645470523,1.5613326029568007
2007-04-17,0.2754878645470523,1.5613326029568007
2007-04-18,0.2754878645470523,1.5613326029568007
2007-04-19,0.2754878645470523,1.5613326029568007
2007-04-20,0.2754878645470523,1.5613326029568007
2007-04-23,0.2754878645470523,1.5613326029568007
2007-04-24,0.2754878645470523,1.5613326029568007
2007-04-25,0.2754878645470523,1.5613326029568007
2007-04-26,0.2754878645470523,1.5613326029568007
2007-04-27,0.2754878645470523,1.5613326029568007
2007-04-30,0.2754878645470523,1.5613326029568007
2007-05-01,0.3074012963756112,1.571069398900888
2007-05-02,0.3074012963756112,1.5710707005088085
2007-05-03,0.3074012963756112,1.5710707006833473
2007-05-04,0.3074012963756112,1.5710707006833708
2007-05-07,0.3074012963756112,1.5710707006833708
2007-05-08,0.3074012963756112,1.5710707006833708
2007-05-09,0.3074012963756112,1.5710707006833708
2007-05-10,0.3074012963756112,1.5710707006833708
2007-05-11,0.3074012963756112,1.5710707006833708
2007-05-14,0.3074012963756112,1.5710707006833708
2007-05-15,0.3074012963756112,1.5710707006833708
2007-05-16,0.3074012963756112,1.5710707006833708
2007-05-17,0.3074012963756112,1.5710707006833708
2007-05-18,0.3074012963756112,1.5710707006833708
2007-05-21,0.3074012963756112,1.5710707006833708
2007-05-22,0.3074012963756112,1.5710707006833708
2007-05-23,0.3074012963756112,1.5710707006833708
2007-05-24,0.3074012963756112,1.5710707006833708
2007-05-25,0.3074012963756112,1.5710707006833708
2007-05-28,0.3074012963756112,1.5710707006833708
2007-05-29,0.3074012963756112,1.5710707006833708
2007-05-30,0.3074012963756112,1.5710707006833708
2007-05-31,0.3074012963756112,1.5710707006833708
2007-06-01,0.32572439617003945,1.5805775957397792
2007-06-04,0.32572439617003945,1.5805788667312073
2007-06-05,0.32572439617003945,1.5805788669016407
2007-06-06,0.32572439617003945,1.5805788669016634
2007-06-07,0.32572439617003945,1.5805788669016636
2007-06-08,0.32572439617003945,1.5805788669016636
2007-06-11,0.32572439617003945,1.5805788669016636
2007-06-12,0.32572439617003945,1.5805788669016636
2007-06-13,0.32572439617003945,1.5805788669016636
2007-06-14,0.32572439617003945,1.5805788669016636
2007-06-15,0.32572439617003945,1.5805788669016636
2007-06-18,0.32572439617003945,1.5805788669016636
2007-06-19,0.32572439617003945,1.5805788669016636
2007-06-20,0.32572439617003945,1.5805788669016636
2007-06-21,0.32572439617003945,1.5805788669016636
2007-06-22,0.32572439617003945,1.5805788669016636
2007-06-25,0.32572439617003945,1.5805788669016636
2007-06-26,0.32572439617003945,1.5805788669016636
2007-06-27,0.32572439617003945,1.5805788669016636
2007-06-28,0.32572439617003945,1.5805788669016636
2007-06-29,0.32572439617003945,1.5805788669016636
2007-07-02,0.32572439617003945,1.5805788669016636
2007-07-03,0.37473163296859435,1.5863669868165868
2007-07-04,0.37473163296859435,1.586367761557622
2007-07-05,0.37473163296859435,1.5863677616615108
2007-07-06,0.37473163296859435,1.5863677616615246
2007-07-09,0.37473163296859435,1.5863677616615246
2007-07-10,0.37473163296859435,1.5863677616615246
2007-07-11,0.37473163296859435,1.5863677616615246
2007-07-12,0.37473163296859435,1.5863677616615246
2007-07-13,0.37473163296859435,1.5863677616615246
2007-07-16,0.37473163296859435,1.5863677616615246
2007-07-17,0.37473163296859435,1.5863677616615246
2007-07-18,0.37473163296859435,1.5863677616615246
2007-07-19,0.37473163296859435,1.5863677616615246
2007-07-20,0.37473163296859435,1.5863677616615246
2007-07-23,0.37473163296859435,1.5863677616615246
2007-07-24,0.37473163296859435,1.5863677616615246
2007-07-25,0.37473163296859435,1.5863677616615246
2007-07-26,0.37473163296859435,1.5863677616615246
2007-07-27,0.37473163296859435,1.5863677616615246
2007-07-30,0.37473163296859435,1.5863677616615246
2007-07-31,0.37473163296859435,1.5863677616615246
2007-08-01,0.4340041134499994,1.6041820364027233
2007-08-02,0.4340041134499994,1.6041844119401323
2007-08-03,0.4340041134499994,1.6041844122586795
2007-08-06,0.4340041134499994,1.604184412258722
2007-08-07,0.4340041134499994,1.604184412258722
2007-08-08,0.4340041134499994,1.604184412258722
2007-08-09,0.4340041134499994,1.604184412258722
2007-08-10,0.4340041134499994,1.604184412258722
2007-08-13,0.4340041134499994,1.604184412258722
2007-08-14,0.4340041134499994,1.604184412258722
2007-08-15,0.4340041134499994,1.604184412258722
2007-08-16,0.4340041134499994,1.604184412258722
2007-08-17,0.4340041134499994,1.604184412258722
2007-08-20,0.4340041134499994,1.604184412258722
2007-08-21,0.4340041134499994,1.604184412258722
2007-08-22,0.4340041134499994,1.604184412258722
2007-08-23,0.4340041134499994,1.604184412258722
2007-08-24,0.4340041134499994,1.604184412258722
2007-08-27,0.4340041134499994,1.604184412258722
2007-08-28,0.4340041134499994,1.604184412258722
2007-08-29,0.4340041134499994,1.604184412258722
2007-08-30,0.4340041134499994,1.604184412258722
2007-08-31,0.4340041134499994,1.604184412258722
2007-09-03,0.47466889276175955,1.6251077881812492
2007-09-04,0.47466889276175955,1.6251105758343483
2007-09-05,0.47466889276175955,1.625110576208158
2007-09-06,0.47466889276175955,1.6251105762082079
2007-09-07,0.47466889276175955,1.6251105762082079
2007-09-10,0.47466889276175955,1.6251105762082079
2007-09-11,0.47466889276175955,1.6251105762082079
2007-09-12,0.47466889276175955,1.6251105762082079
2007-09-13,0.47466889276175955,1.6251105762082079
2007-09-14,0.47466889276175955,1.6251105762082079
2007-09-17,0.47466889276175955,1.6251105762082079
2007-09-18,0.47466889276175955,1.6251105762082079
2007-09-19,0.47466889276175955,1.6251105762082079
2007-09-20,0.47466889276175955,1.6251105762082079
2007-09-21,0.47466889276175955,1.6251105762082079
2007-09-24,0.47466889276175955,1.6251105762082079
2007-09-25,0.47466889276175955,1.6251105762082079
2007-09-26,0.47466889276175955,1.6251105762082079
2007-09-27,0.47466889276175955,1.6251105762082079
2007-09-28,0.47466889276175955,1.6251105762082079
2007-10-01,0.47466889276175955,1.6251105762082079
2007-10-02,0.48673188794232014,1.6473936346468396
2007-10-03,0.48673188794232014,1.6473966024794968
2007-10-04,0.48673188794232014,1.6473966028774676
2007-10-05,0.48673188794232014,1.6473966028775209
2007-10-08,0.48673188794232014,1.6473966028775209
2007-10-09,0.48673188794232014,1.6473966028775209
2007-10-10,0.48673188794232014,1.6473966028775209
2007-10-11,0.48673188794232014,1.6473966028775209
2007-10-12,0.48673188794232014,1.6473966028775209
2007-10-15,0.48673188794232014,1.6473966028775209
2007-10-16,0.48673188794232014,1.6473966028775209
2007-10-17,0.48673188794232014,1.6473966028775209
2007-10-18,0.48673188794232014,1.6473966028775209
2007-10-19,0.48673188794232014,1.6473966028775209
2007-10-22,0.48673188794232014,1.6473966028775209
2007-10-23,0.48673188794232014,1.6473966028775209
2007-10-24,0.48673188794232014,1.6473966028775209
2007-10-25,0.48673188794232014,1.6473966028775209
2007-10-26,0.48673188794232014,1.6473966028775209
2007-10-29,0.48673188794232014,1.6473966028775209
2007-10-30,0.48673188794232014,1.6473966028775209
2007-10-31,0.48673188794232014,1.6473966028775209
2007-11-01,0.500917652851352,1.665171142192433
2007-11-02,0.500917652851352,1.6651735129443368
2007-11-05,0.500917652851352,1.6651735132622423
2007-11-06,0.500917652851352,1.6651735132622847
2007-11-07,0.500917652851352,1.6651735132622847
2007-11-08,0.500917652851352,1.6651735132622847
2007-11-09,0.500917652851352,1.6651735132622847
2007-11-12,0.500917652851352,1.6651735132622847
2007-11-13,0.500917652851352,1.6651735132622847
2007-11-14,0.500917652851352,1.6651735132622847
2007-11-15,0.500917652851352,1.6651735132622847
2007-11-16,0.500917652851352,1.6651735132622847
2007-11-19,0.500917652851352,1.6651735132622847
2007-11-20,0.500917652851352,1.6651735132622847
2007-11-21,0.500917652851352,1.6651735132622847
2007-11-22,0.500917652851352,1.6651735132622847
2007-11-23,0.500917652851352,1.6651735132622847
2007-11-26,0.500917652851352,1.6651735132622847
2007-11-27,0.500917652851352,1.6651735132622847
2007-11-28,0.500917652851352,1.6651735132622847
2007-11-29,0.500917652851352,1.6651735132622847
2007-11-30,0.500917652851352,1.6651735132622847
2007-12-03,0.5046196637675304,1.6670829295379637
2007-12-04,0.5046196637675304,1.667083185434242
2007-12-05,0.5046196637675304,1.6670831854685564
2007-12-06,0.5046196637675304,1.667083185468561
2007-12-07,0.5046196637675304,1.667083185468561
2007-12-10,0.5046196637675304,1.667083185468561
2007-12-11,0.5046196637675304,1.667083185468561
2007-12-12,0.5046196637675304,1.667083185468561
2007-12-13,0.5046196637675304,1.667083185468561
2007-12-14,0.5046196637675304,1.667083185468561
2007-12-17,0.5046196637675304,1.667083185468561
2007-12-18,0.5046196637675304,1.667083185468561
2007-12-19,0.5046196637675304,1.667083185468561
2007-12-20,0.5046196637675304,1.667083185468561
2007-12-21,0.5046196637675304,1.667083185468561
2007-12-24,0.5046196637675304,1.667083185468561
2007-12-25,0.5046196637675304,1.667083185468561
2007-12-26,0.5046196637675304,1.667083185468561
2007-12-27,0.5046196637675304,1.667083185468561
2007-12-28,0.5046196637675304,1.667083185468561
2007-12-31,0.5046196637675304,1.667083185468561
2008-01-01,0.4648467468131367,1.6862673770574916
2008-01-02,0.4648467468131367,1.6862699349239305
2008-01-03,0.4648467468131367,1.686269935266927
2008-01-04,0.4648467468131367,1.686269935266973
2008-01-07,0.4648467468131367,1.686269935266973
2008-01-08,0.4648467468131367,1.686269935266973
2008-01-09,0.4648467468131367,1.686269935266973
2008-01-10,0.4648467468131367,1.686269935266973
2008-01-11,0.4648467468131367,1.686269935266973
2008-01-14,0.4648467468131367,1.686269935266973
2008-01-15,0.4648467468131367,1.686269935266973
2008-01-16,0.4648467468131367,1.686269935266973
2008-01-17,0.4648467468131367,1.686269935266973
2008-01-18,0.4648467468131367,1.686269935266973
2008-01-21,0.4648467468131367,1.686269935266973
2008-01-22,0.4648467468131367,1.686269935266973
2008-01-23,0.4648467468131367,1.686269935266973
2008-01-24,0.4648467468131367,1.686269935266973
2008-01-25,0.4648467468131367,1.686269935266973
2008-01-28,0.4648467468131367,1.686269935266973
2008-01-29,0.4648467468131367,1.686269935266973
2008-01-30,0.4648467468131367,1.686269935266973
2008-01-31,0.4648467468131367,1.686269935266973
2008-02-01,0.4416829069254271,1.7001857671290659
2008-02-04,0.4416829069254271,1.7001876255330552
2008-02-05,0.4416829069254271,1.7001876257822575
2008-02-06,0.4416829069254271,1.700187625782291
2008-02-07,0.4416829069254271,1.700187625782291
2008-02-08,0.4416829069254271,1.700187625782291
2008-02-11,0.4416829069254271,1.700187625782291
2008-02-12,0.4416829069254271,1.700187625782291
2008-02-13,0.4416829069254271,1.700187625782291
2008-02-14,0.4416829069254271,1.700187625782291
2008-02-15,0.4416829069254271,1.700187625782291
2008-02-18,0.4416829069254271,1.700187625782291
2008-02-19,0.4416829069254271,1.700187625782291
2008-02-20,0.4416829069254271,1.700187625782291
2008-02-21,0.4416829069254271,1.700187625782291
2008-02-22,0.4416829069254271,1.700187625782291
2008-02-25,0.4416829069254271,1.700187625782291
2008-02-26,0.4416829069254271,1.700187625782291
2008-02-27,0.4416829069254271,1.700187625782291
2008-02-28,0.4416829069254271,1.700187625782291
2008-02-29,0.4416829069254271,1.700187625782291
2008-03-03,0.4416829069254271,1.700187625782291
2008-03-04,0.4416829069254271,1.700187625782291
2008-03-05,0.4416829069254271,1.700187625782291
2008-03-06,0.4416829069254271,1.700187625782291
2008-03-07,0.4416829069254271,1.700187625782291
2008-03-10,0.4416829069254271,1.700187625782291
2008-03-11,0.4416829069254271,1.700187625782291
2008-03-12,0.4416829069254271,1.700187625782291
2008-03-13,0.4416829069254271,1.700187625782291
2008-03-14,0.4416829069254271,1.700187625782291
2008-03-17,0.4416829069254271,1.700187625782291
2008-03-18,0.4416829069254271,1.700187625782291
2008-03-19,0.4416829069254271,1.700187625782291
2008-03-20,0.4416829069254271,1.700187625782291
2008-03-21,0.4416829069254271,1.700187625782291
2008-03-24,0.4416829069254271,1.700187625782291
2008-03-25,0.4416829069254271,1.700187625782291
2008-03-26,0.4416829069254271,1.700187625782291
2008-03-27,0.4416829069254271,1.700187625782291
2008-03-28,0.4416829069254271,1.700187625782291
2008-03-31,0.4416829069254271,1.700187625782291
2008-04-01,0.38221168524769167,1.671036453714074
2008-04-02,0.38221168524769167,1.6710325105903854
2008-04-03,0.38221168524769167,1.6710325100616321
2008-04-04,0.38221168524769167,1.6710325100615613
2008-04-07,0.38221168524769167,1.6710325100615613
2008-04-08,0.38221168524769167,1.6710325100615613
2008-04-09,0.38221168524769167,1.6710325100615613
2008-04-10,0.38221168524769167,1.6710325100615613
2008-04-11,0.38221168524769167,1.6710325100615613
2008-04-14,0.38221168524769167,1.6710325100615613
2008-04-15,0.38221168524769167,1.6710325100615613
2008-04-16,0.38221168524769167,1.6710325100615613
2008-04-17,0.38221168524769167,1.6710325100615613
2008-04-18,0.38221168524769167,1.6710325100615613
2008-04-21,0.38221168524769167,1.6710325100615613
2008-04-22,0.38221168524769167,1.6710325100615613
2008-04-23,0.38221168524769167,1.6710325100615613
2008-04-24,0.38221168524769167,1.6710325100615613
2008-04-25,0.38221168524769167,1.6710325100615613
2008-04-28,0.38221168524769167,1.6710325100615613
2008-04-29,0.38221168524769167,1.6710325100615613
2008-04-30,0.38221168524769167,1.6710325100615613
2008-05-01,0.356190330048296,1.6703427203314987
2008-05-02,0.356190330048296,1.670342627815132
2008-05-05,0.356190330048296,1.6703426278027262
2008-05-06,0.356190330048296,1.6703426278027245
2008-05-07,0.356190330048296,1.6703426278027245
2008-05-08,0.356190330048296,1.6703426278027245
2008-05-09,0.356190330048296,1.6703426278027245
2008-05-12,0.356190330048296,1.6703426278027245
2008-05-13,0.356190330048296,1.6703426278027245
2008-05-14,0.356190330048296,1.6703426278027245
2008-05-15,0.356190330048296,1.6703426278027245
2008-05-16,0.356190330048296,1.6703426278027245
2008-05-19,0.356190330048296,1.6703426278027245
2008-05-20,0.356190330048296,1.6703426278027245
2008-05-21,0.356190330048296,1.6703426278027245
2008-05-22,0.356190330048296,1.6703426278027245
2008-05-23,0.356190330048296,1.6703426278027245
2008-05-26,0.356190330048296,1.6703426278027245
2008-05-27,0.356190330048296,1.6703426278027245
2008-05-28,0.356190330048296,1.6703426278027245
2008-05-29,0.356190330048296,1.6703426278027245
